"","Observed.score","Pvalue","Adjusted.Pvalue","FDR"
"GSE14769_UNSTIM_VS_120MIN_LPS_BMDM_DN",0.359273523709556,0,0,0.226941674391462
"GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_CD8_TCELL_DN",0.292901606287876,0,0,0.319506395956039
"GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN",0.324164429425287,0,0,0.268077094887647
"GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_DN",0.28608560292537,0,0,0.312257563255354
"GSE15930_STIM_VS_STIM_AND_IL-12_48H_CD8_T_CELL_DN",0.312715515633543,0,0,0.279765753838602
"GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_UP",0.280866482863224,0,0,0.375698259925076
"GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_DN",0.338740171802233,0,0,0.243893900955413
"GSE17721_CTRL_VS_PAM3CSK4_24H_BMDM_DN",0.282498960825766,0,0,0.333089928063423
"GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDM_DN",0.309576171389162,0,0,0.289903813363557
"GSE17721_LPS_VS_POLYIC_2H_BMDM_DN",0.287968459504021,0,0,0.323812959685115
"GSE17721_LPS_VS_POLYIC_4H_BMDM_UP",0.297745396815854,0,0,0.300560788263943
"GSE17721_POLYIC_VS_PAM3CSK4_12H_BMDM_DN",0.27955574792705,0,0,0.319141874819071
"GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDM_DN",0.310624367220447,0,0,0.281141939939921
"GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDM_UP",0.293351754640277,0,0,0.320925760953631
"GSE17721_LPS_VS_PAM3CSK4_4H_BMDM_UP",0.306677185564885,0,0,0.306242756137475
"GSE17721_POLYIC_VS_CPG_0.5H_BMDM_DN",0.283342530040455,0,0,0.334012829438794
"GSE17721_POLYIC_VS_CPG_8H_BMDM_DN",0.290863830650722,0,0,0.330725753240625
"GSE17721_POLYIC_VS_CPG_16H_BMDM_DN",0.292076420405235,0,0,0.329055066575209
"GSE17721_LPS_VS_CPG_1H_BMDM_UP",0.342206096837095,0,0,0.21783486562776
"GSE17721_POLYIC_VS_GARDIQUIMOD_24H_BMDM_DN",0.325320575159799,0,0,0.259383710174348
"GSE17721_LPS_VS_GARDIQUIMOD_8H_BMDM_UP",0.314112772550149,0,0,0.300218975580816
"GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDM_DN",0.35567382783824,0,0,0.214449884374468
"GSE17721_0.5H_VS_12H_LPS_BMDM_UP",0.302471291035869,0,0,0.2993885492743
"GSE17721_12H_VS_24H_LPS_BMDM_DN",0.389483646128846,0,0,0.256765698238988
"GSE17721_0.5H_VS_24H_PAM3CSK4_BMDM_DN",0.332459796078747,0,0,0.273475693979598
"GSE17721_0.5H_VS_4H_CPG_BMDM_UP",0.356687136058524,0,0,0.240021863422964
"GSE17721_0.5H_VS_8H_CPG_BMDM_UP",0.314080562205706,0,0,0.271247909877468
"GSE17721_0.5H_VS_24H_GARDIQUIMOD_BMDM_DN",0.342548983907939,0,0,0.258082097431863
"GSE17721_12H_VS_24H_GARDIQUIMOD_BMDM_DN",0.286089546896746,0,0,0.328128584025065
"GSE17974_0H_VS_2H_IN_VITRO_ACT_CD4_TCELL_DN",0.277968885317149,0,0,0.348315404362406
"GSE17974_0H_VS_4H_IN_VITRO_ACT_CD4_TCELL_DN",0.320955797524227,0,0,0.299940614219776
"GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_DN",0.298078887863063,0,0,0.319728487410226
"GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_UP",0.303260261203486,0,0,0.312579029892266
"GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_DN",0.312082291800728,0,0,0.30156663939406
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_UP",0.303838587617512,0,0,0.297468472896241
"GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_UP",-0.294205933691963,0,0,0.864771770567175
"GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_DN",0.31934706081509,0,0,0.270084204791662
"GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP",-0.281987740934234,0,0,0.865770284463775
"GSE20715_0H_VS_48H_OZONE_LUNG_DN",0.287532602653645,0,0,0.315124446846214
"GSE2197_IMMUNOSUPPRESSIVE_DNA_VS_UNTREATED_IN_DC_UP",0.296943005935526,0,0,0.317961500820783
"GSE2197_CPG_DNA_VS_UNTREATED_IN_DC_UP",0.302985571132644,0,0,0.295231275295112
"GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_DN",0.393105627989331,0,0,0.208248923862435
"GSE22886_NAIVE_CD4_TCELL_VS_MEMORY_TCELL_UP",-0.299104499558486,0,0,0.756995833471546
"GSE22886_NAIVE_CD4_TCELL_VS_MEMORY_TCELL_DN",0.262457029424407,0,0,0.42048856488608
"GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_DN",0.285904414009669,0,0,0.332504115100355
"GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_DN",0.316235255014933,0,0,0.276946986390396
"GSE22886_NEUTROPHIL_VS_DC_DN",0.365753759567299,0,0,0.25173723903235
"GSE22886_NEUTROPHIL_VS_MONOCYTE_DN",0.357187203376722,0,0,0.221124529370059
"GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_UP",0.355609310014376,0,0,0.226569943557078
"GSE22886_NAIVE_TCELL_VS_DC_DN",0.324375126359672,0,0,0.255889177826822
"GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_UP",0.361933534604008,0,0,0.210910656912412
"GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_UP",0.311430508696631,0,0,0.301824486172597
"GSE22886_NAIVE_CD4_TCELL_VS_NEUTROPHIL_UP",0.27130214089469,0,0,0.345961921900498
"GSE22886_NAIVE_CD4_TCELL_VS_DC_DN",0.288881148296898,0,0,0.332310174513343
"GSE22886_CTRL_VS_LPS_24H_DC_UP",0.293930021594675,0,0,0.317630067004993
"GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_DN",0.29048890498412,0,0,0.331992414127439
"GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH2_DN",0.322587207257144,0,0,0.266766754975747
"GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_DN",0.290519451277393,0,0,0.309791787563953
"GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_DN",0.277808887497921,0,0,0.344822310854015
"GSE25087_FETAL_VS_ADULT_TREG_UP",0.34480474682273,0,0,0.201951073342402
"GSE26669_CD4_VS_CD8_TCELL_IN_MLR_UP",0.308896310869818,0,0,0.296315898532252
"GSE2706_UNSTIM_VS_2H_LPS_AND_R848_DC_DN",0.355896124744197,0,0,0.213877273156015
"GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_DN",0.298972889861388,0,0,0.315300827013974
"GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_DN",0.313514762140376,0,0,0.300212019272209
"GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_DN",0.286039424734241,0,0,0.334886208412101
"GSE27786_LSK_VS_LIN_NEG_CELL_DN",0.279492160345756,0,0,0.332148358375762
"GSE27786_LIN_NEG_VS_MONO_MAC_UP",0.307039445048134,0,0,0.301268848411711
"GSE27786_CD4_TCELL_VS_MONO_MAC_UP",0.318011182903064,0,0,0.292561842462836
"GSE27786_NKTCELL_VS_MONO_MAC_UP",0.312577247951274,0,0,0.301686124305112
"GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN",0.321489846830996,0,0,0.266896772300678
"GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_UP",0.348549471133878,0,0,0.204835007077805
"GSE29617_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP",0.320067359638827,0,0,0.265623627375555
"GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_UP",-0.299908567650919,0,0,0.778742945828735
"GSE31082_DP_VS_CD8_SP_THYMOCYTE_UP",0.308096525902261,0,0,0.298666759568686
"GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_IL4_DN",0.300137968090334,0,0,0.329480665294666
"GSE32423_CTRL_VS_IL7_IL4_MEMORY_CD8_TCELL_UP",0.319821274993529,0,0,0.263600032321839
"GSE3337_CTRL_VS_4H_IFNG_IN_CD8POS_DC_DN",0.289695347172108,0,0,0.327960661079534
"GSE3337_4H_VS_16H_IFNG_IN_CD8POS_DC_UP",0.33568730078196,0,0,0.259127296588213
"GSE33513_TCF7_KO_VS_HET_EARLY_THYMIC_PROGENITOR_UP",-0.260282933112303,0,0,0.937150116886358
"GSE339_CD4POS_VS_CD4CD8DN_DC_DN",0.303263082925861,0,0,0.301934459011899
"GSE339_EX_VIVO_VS_IN_CULTURE_CD8POS_DC_UP",0.318766728749794,0,0,0.266481848747102
"GSE34205_HEALTHY_VS_FLU_INF_INFANT_PBMC_DN",0.300219628891659,0,0,0.314016303320618
"GSE360_CTRL_VS_M_TUBERCULOSIS_MAC_DN",0.297606214194356,0,0,0.313287790684972
"GSE360_DC_VS_MAC_L_DONOVANI_DN",0.290023332143548,0,0,0.300718568445736
"GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_MAC_UP",0.291505949965682,0,0,0.316334067896325
"GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_MAC_DN",0.315523578785671,0,0,0.267350454416394
"GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN",0.263386315055649,0,0,0.40909920331927
"GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_DN",0.300146797963003,0,0,0.313181844355034
"GSE37416_CTRL_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_DN",0.368790155685251,0,0,0.258258522065959
"GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN",0.287103196350376,0,0,0.318270039910188
"GSE3982_CTRL_VS_LPS_4H_MAC_DN",0.314850952336254,0,0,0.301686124305112
"GSE3982_MEMORY_CD4_TCELL_VS_TH2_DN",0.355275389008324,0,0,0.210114953646149
"GSE3982_EOSINOPHIL_VS_MAST_CELL_DN",0.304165152218436,0,0,0.310872621414411
"GSE3982_EOSINOPHIL_VS_NKCELL_DN",0.31160686845681,0,0,0.296635361014031
"GSE3982_MAST_CELL_VS_BASOPHIL_DN",0.283872447245711,0,0,0.328550351021328
"GSE3982_DC_VS_TH2_DN",0.263041898258421,0,0,0.373357832119653
"GSE3982_MAC_VS_NKCELL_UP",0.276771917555089,0,0,0.367035878105392
"GSE3982_NEUTROPHIL_VS_BCELL_DN",0.303555242054015,0,0,0.300750136357367
"GSE3982_BCELL_VS_BASOPHIL_UP",-0.329146222517872,0,0,0.630016585112279
"GSE3982_BCELL_VS_TH1_UP",0.285127290553893,0,0,0.328313150971559
"GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_DN",0.285387390891831,0,0,0.345351672278468
"GSE3982_NKCELL_VS_TH1_DN",0.324340539439841,0,0,0.264205210387684
"GSE3982_NKCELL_VS_TH2_DN",0.350838851366899,0,0,0.203481518737593
"GSE39820_CTRL_VS_TGFBETA1_IL6_CD4_TCELL_UP",0.336249579907145,0,0,0.254063687112171
"GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_UP",0.285934479103083,0,0,0.319083710919174
"GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_UP",0.315576419152534,0,0,0.301587208001596
"GSE6269_STAPH_AUREUS_VS_STREP_PNEUMO_INF_PBMC_UP",0.286863860926896,0,0,0.401568086165543
"GSE6269_E_COLI_VS_STREP_PNEUMO_INF_PBMC_UP",0.294462211719171,0,0,0.326069282761301
"GSE7460_CTRL_VS_TGFB_TREATED_ACT_TREG_UP",0.308642342212357,0,0,0.300723532935777
"GSE7460_CTRL_VS_TGFB_TREATED_ACT_TCONV_UP",0.285708867214679,0,0,0.331859501066986
"GSE7764_NKCELL_VS_SPLENOCYTE_UP",0.269288218068409,0,0,0.344329908333345
"GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP",0.303889237710538,0,0,0.3004779511652
"GSE7852_TREG_VS_TCONV_FAT_DN",0.258806840334291,0,0,0.39163054555454
"GSE7852_LN_VS_THYMUS_TREG_DN",0.303363220698303,0,0,0.30731145147896
"GSE7852_LN_VS_FAT_TCONV_DN",0.298099342504379,0,0,0.312208736106855
"GSE7852_THYMUS_VS_FAT_TCONV_DN",0.280953986525883,0,0,0.350950407990759
"GSE9006_1MONTH_VS_4MONTH_POST_TYPE_1_DIABETES_DX_PBMC_UP",0.282217679015827,0,0,0.332053429484424
"GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN",0.310622186504727,0,0,0.301794139387212
"GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_DN",0.267929325853105,0,0,0.377788821498242
"GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN",0.330366722405263,0,0,0.265457785360545
"GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_DN",0.313401413108871,0,0,0.297253038228179
"GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_UP",0.349388910973789,0,0,0.210378928591162
"GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_UP",0.353170795291013,0,0,0.202250970986213
"GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_UP",0.332012792960722,0,0,0.274379080665002
"GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP",0.318563706766789,0,0,0.302055950997487
"GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP",0.301212283150247,0,0,0.311206626118363
"GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP",0.322735198917623,0,0,0.291853330541825
"GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_UP",0.296474880324238,0,0,0.326546109565566
"GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP",0.324824718294889,0,0,0.254482555915386
"GSE369_SOCS3_KO_VS_IFNG_KO_LIVER_DN",0.351982148811118,0,0,0.231984822711272
"GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_400MIN_DN",0.292906848924399,0,0,0.315163463278043
"GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN",0.298429744561587,0,0,0.299919790098654
"GSE411_UNSTIM_VS_400MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_DN",0.264945292939835,0,0,0.393455231906595
"GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_6H_DN",0.294840455209451,0,0,0.313526425092843
"GSE2770_UNTREATED_VS_ACT_CD4_TCELL_48H_UP",0.283691698199516,0,0,0.329583571930199
"GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_DN",0.307088766487278,0,0,0.296681076022601
"GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_DN",0.308872592246726,0,0,0.296015332494865
"GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN",0.283116652052143,0,0,0.34789067537442
"GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN",0.328336372042455,0,0,0.259344212121938
"GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP",-0.283063203587688,0,0,0.858969261019441
"GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN",0.340898053833879,0,0,0.216389204377741
"GSE3400_UNTREATED_VS_IFNB_TREATED_MEF_UP",0.32663144990033,0,0,0.269888426609861
"GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_DN",0.337077356274873,0,0,0.25741302892502
"GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_WITH_IFNA_STIM_UP",0.28680839002119,0,0,0.338633980206348
"GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_6H_DN",0.337062609178467,0,0,0.217504431589655
"GSE2128_C57BL6_VS_NOD_CD4CD8_DP_THYMOCYTE_UP",0.294665577166488,0,0,0.331942102347992
"GSE2405_HEAT_KILLED_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP",0.317986434367635,0,0,0.269518464600046
"GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN",0.34747506528108,0,0,0.212447490875791
"GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP",0.34134016283972,0,0,0.216841340075814
"GSE2405_0H_VS_1.5H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN",0.287078214885729,0,0,0.317542032674021
"GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN",0.286766677953168,0,0,0.332846398277825
"GSE22601_DOUBLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN",0.297504641465346,0,0,0.313416355007729
"GSE2585_CTEC_VS_MTEC_THYMUS_DN",0.271624298223583,0,0,0.384903989188877
"GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_3H_IFNG_STIM_UP",0.275105053807366,0,0,0.370755902370206
"GSE1925_3H_VS_24H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_UP",0.299803590780686,0,0,0.314084499897209
"GSE1925_3H_VS_24H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_DN",0.274367381154825,0,0,0.375666013611612
"GSE3720_UNSTIM_VS_PMA_STIM_VD2_GAMMADELTA_TCELL_UP",0.327337183703077,0,0,0.268547385687776
"GSE4748_CTRL_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP",0.324918018545943,0,0,0.263596989881975
"GSE4748_CTRL_VS_CYANOBACTERIUM_LPSLIKE_STIM_DC_1H_UP",0.290560030262056,0,0,0.314563183861918
"GSE4984_GALECTIN1_VS_VEHICLE_CTRL_TREATED_DC_DN",0.270060675819684,0,0,0.361358906851875
"GSE5589_LPS_VS_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_DN",0.315575774659236,0,0,0.266613519936264
"GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_DN",0.278456095046981,0,0,0.384744170701064
"GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL10_KO_MACROPHAGE_45MIN_UP",-0.316180370312925,0,0,0.7024961310038
"GSE3920_UNTREATED_VS_IFNA_TREATED_ENDOTHELIAL_CELL_UP",0.339786617323606,0,0,0.25258579152347
"GSE6259_33D1_POS_DC_VS_CD4_TCELL_DN",0.291402336735171,0,0,0.318607066075491
"GSE6259_33D1_POS_DC_VS_CD8_TCELL_DN",0.318094664434863,0,0,0.301047018966927
"GSE6259_DEC205_POS_DC_VS_CD4_TCELL_UP",0.292923662014345,0,0,0.300728579721768
"GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_DN",0.288418342432226,0,0,0.33376519275158
"GSE7509_FCGRIIB_VS_TNFA_IL1B_IL6_PGE_STIM_DC_UP",0.266772653404204,0,0,0.397912427534811
"GSE7509_FCGRIIB_VS_TNFA_IL1B_IL6_PGE_STIM_DC_DN",-0.31770084723714,0,0,0.791684469076825
"GSE7509_DC_VS_MONOCYTE_UP",0.37672580906305,0,0,0.252753734204004
"GSE7348_UNSTIM_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_DN",0.294750545873086,0,0,0.332307323006974
"GSE7348_LPS_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_UP",0.316495417902975,0,0,0.295148495482451
"GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN",0.343578276387848,0,0,0.257643829901912
"GSE9316_IL6_KO_VS_IFNG_KO_INVIVO_EXPANDED_CD4_TCELL_DN",0.345410713479138,0,0,0.209688432552729
"GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_DN",0.324884841886322,0,0,0.265528309104995
"GSE6674_CPG_VS_CPG_AND_ANTI_IGM_STIM_BCELL_DN",0.337561992370023,0,0,0.263101383614873
"GSE6674_PL2_3_VS_ANTI_IGM_AND_CPG_STIM_BCELL_DN",0.279911566407986,0,0,0.339586746173673
"GSE8621_LPS_STIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN",0.316940022924127,0,0,0.277019498719333
"GSE9878_CTRL_VS_EBF_TRANSDUCED_PAX5_KO_PRO_BCELL_UP",-0.26318903193832,0,0,0.924351568621428
"GSE5503_LIVER_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN",0.272879579511571,0,0,0.374884719480519
"GSE10273_HIGH_VS_LOW_IL7_TREATED_IRF4_8_NULL_PRE_BCELL_UP",0.317257169260812,0,0,0.276315555479867
"GSE8685_IL15_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_DN",0.284211673062892,0,0,0.349994417460957
"GSE7568_IL4_TGFB_DEXAMETHASONE_VS_IL4_TGFB_TREATED_MACROPHAGE_UP",0.297742540801155,0,0,0.3168040533655
"GSE7219_WT_VS_NIK_NFKB2_KO_DC_UP",0.300014379029581,0,0,0.312292341068462
"GSE12001_MIR223_KO_VS_WT_NEUTROPHIL_DN",0.312062034840019,0,0,0.300006112537455
"GSE12001_MIR223_KO_VS_WT_NEUTROPHIL_UP",0.287111385272989,0,0,0.337901701980218
"GSE12707_AT16L1_HYPOMORPH_VS_WT_THYMUS_DN",-0.336078992732766,0,0,0.643160421633537
"GSE12507_PDC_CELL_LINE_VS_IMMATUE_T_CELL_LINE_UP",0.290527250090991,0,0,0.333253210027703
"GSE12507_PDC_CELL_LINE_VS_IMMATUE_T_CELL_LINE_DN",-0.31205274988604,0,0,0.771300392593081
"GSE12839_CTRL_VS_IL12_TREATED_PBMC_UP",0.324853744546287,0,0,0.301813536672293
"GSE14413_UNSTIM_VS_IFNB_STIM_L929_CELLS_DN",-0.360741065296639,0,0,0.591049743453329
"GSE13887_ACT_CD4_VS_NO_TREATED_CD4_TCELL_DN",-0.357194172761063,0,0,0.649731524114838
"GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_TCELL_UP",0.317067383169307,0,0,0.304044521149273
"GSE13946_CTRL_VS_DSS_COLITIS_GD_TCELL_FROM_COLON_UP",0.338591978067103,0,0,0.269181366828091
"GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_DN",0.333982628904961,0,0,0.267428725574495
"GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_DN",0.304882022466486,0,0,0.302018576733496
"GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_DN",0.292765190958405,0,0,0.329866092216027
