"","Observed.score","Pvalue","Adjusted.Pvalue","FDR"
"GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_DN",0.446183079770474,0,0,1
"GSE13738_RESTING_VS_TCR_ACTIVATED_CD4_TCELL_DN",0.264936425124399,0,0,1
"GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP",0.268100458751494,0,0,NA
"GSE14000_TRANSLATED_RNA_VS_MRNA_DC_UP",0.229372742553439,0,0,NA
"GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_UP",0.185504590958024,0,0,NA
"GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN",0.270174971901588,0,0,1
"GSE14000_UNSTIM_VS_16H_LPS_DC_TRANSLATED_RNA_DN",0.214631450712658,0,0,NA
"GSE14000_UNSTIM_VS_4H_LPS_DC_DN",0.299214165927895,0,0,1
"GSE14000_4H_VS_16H_LPS_DC_UP",0.198741639315461,0,0,NA
"GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP",0.215839656264974,0,0,1
"GSE14308_TH2_VS_INDUCED_TREG_UP",0.201097899623353,0,0,NA
"GSE14308_TH1_VS_TH17_UP",0.183736506154178,0,0,NA
"GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_DN",0.254675824130294,0,0,NA
"GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_DN",0.302959502621972,0,0,NA
"GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_DN",0.254349557830166,0,0,NA
"GSE1432_1H_VS_6H_IFNG_MICROGLIA_DN",0.269427961555156,0,0,NA
"GSE1432_1H_VS_24H_IFNG_MICROGLIA_DN",0.214771755934594,0,0,NA
"GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_UP",0.213761601687545,0,0,NA
"GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP",0.231870216575018,0,0,NA
"GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_UP",0.281150940638806,0,0,NA
"GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_UP",0.193955202855144,0,0,1
"GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN",-0.386448810898842,0,0,NA
"GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP",0.192934528393464,0,0,NA
"GSE1460_CD4_THYMOCYTE_VS_THYMIC_STROMAL_CELL_UP",-0.368453725335091,0,0,NA
"GSE1460_CORD_VS_ADULT_BLOOD_NAIVE_CD4_TCELL_UP",0.234936920875387,0,0,NA
"GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_UP",-0.389054857498937,0,0,NA
"GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_DN",0.283315339793785,0,0,NA
"GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_DN",0.287589141608492,0,0,NA
"GSE14769_UNSTIM_VS_60MIN_LPS_BMDM_UP",0.196936952814938,0,0,NA
"GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_UP",0.283791450198909,0,0,NA
"GSE14769_UNSTIM_VS_240MIN_LPS_BMDM_UP",0.179011794265848,0,0,1
"GSE14769_20MIN_VS_360MIN_LPS_BMDM_UP",0.192333581599174,0,0,NA
"GSE15324_NAIVE_VS_ACTIVATED_ELF4_KO_CD8_TCELL_DN",0.201758088027638,0,0,NA
"GSE15324_ELF4_KO_VS_WT_ACTIVATED_CD8_TCELL_UP",0.213784001543157,0,0,1
"GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP",0.469602212440496,0,0,1
"GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP",0.408796334858866,0,0,NA
"GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_DN",-0.368759430377234,0,0,NA
"GSE15767_MED_VS_SCS_MAC_LN_UP",0.254426152716077,0,0,1
"GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_CD8_TCELL_DN",0.313224207975243,0,0,NA
"GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_IL12_CD8_TCELL_DN",0.292477385021901,0,0,NA
"GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_UP",-0.400917149973739,0,0,NA
"GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_DN",0.305870789139575,0,0,NA
"GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN",0.227770684174031,0,0,NA
"GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP",-0.364649105345966,0,0,NA
"GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_DN",0.20373098897483,0,0,NA
"GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_DN",0.325723524965094,0,0,NA
"GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IL12_CD8_TCELL_DN",0.268452779344591,0,0,NA
"GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN",0.31307837488757,0,0,NA
"GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_DN",0.229754378583413,0,0,NA
"GSE15930_STIM_VS_STIM_AND_IL-12_48H_CD8_T_CELL_UP",-0.355776139708529,0,0,NA
"GSE15930_STIM_VS_STIM_AND_IL-12_48H_CD8_T_CELL_DN",0.179477053070884,0,0,NA
"GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_UP",0.260573622135135,0,0,NA
"GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_UP",0.299906152217651,0,0,NA
"GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_DN",0.205296754812308,0,0,NA
"GSE16755_CTRL_VS_IFNA_TREATED_MAC_DN",0.200159042841411,0,0,NA
"GSE17580_TREG_VS_TEFF_S_MANSONI_INF_UP",0.195441754430047,0,0,1
"GSE17580_TREG_VS_TEFF_S_MANSONI_INF_DN",0.177488293515938,0,0,1
"GSE17721_CTRL_VS_LPS_0.5H_BMDM_UP",0.226050747508788,0,0,NA
"GSE17721_CTRL_VS_LPS_2H_BMDM_UP",0.191349270665297,0,0,NA
"GSE17721_CTRL_VS_POLYIC_0.5H_BMDM_UP",0.21031303685926,0,0,1
"GSE17721_CTRL_VS_POLYIC_1H_BMDM_UP",0.207549553149385,0,0,1
"GSE17721_CTRL_VS_POLYIC_12H_BMDM_UP",0.243262534319778,0,0,NA
"GSE17721_CTRL_VS_POLYIC_24H_BMDM_UP",0.187556422827864,0,0,NA
"GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDM_UP",0.209125794654184,0,0,NA
"GSE17721_CTRL_VS_PAM3CSK4_4H_BMDM_UP",0.2365288646685,0,0,NA
"GSE17721_CTRL_VS_PAM3CSK4_8H_BMDM_UP",0.203268508841434,0,0,NA
"GSE17721_CTRL_VS_CPG_0.5H_BMDM_UP",0.201877158179184,0,0,NA
"GSE17721_CTRL_VS_CPG_0.5H_BMDM_DN",-0.381815964372983,0,0,NA
"GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDM_DN",-0.337941225182283,0,0,NA
"GSE17721_CTRL_VS_GARDIQUIMOD_8H_BMDM_UP",0.23250940882511,0,0,NA
"GSE17721_LPS_VS_POLYIC_0.5H_BMDM_UP",0.20380620132953,0,0,NA
"GSE17721_LPS_VS_POLYIC_4H_BMDM_UP",0.201463774528412,0,0,NA
"GSE17721_LPS_VS_POLYIC_8H_BMDM_DN",0.213706090443464,0,0,NA
"GSE17721_LPS_VS_POLYIC_12H_BMDM_DN",0.192485546540776,0,0,NA
"GSE17721_LPS_VS_POLYIC_24H_BMDM_DN",0.192781412118332,0,0,NA
"GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDM_UP",0.197065004706906,0,0,NA
"GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDM_UP",0.229317057956214,0,0,NA
"GSE17721_PAM3CSK4_VS_CPG_4H_BMDM_DN",0.19734300639104,0,0,1
"GSE17721_CPG_VS_GARDIQUIMOD_24H_BMDM_DN",0.234420161757448,0,0,NA
"GSE17721_LPS_VS_PAM3CSK4_4H_BMDM_UP",0.190604830613853,0,0,NA
"GSE17721_POLYIC_VS_CPG_0.5H_BMDM_DN",0.188073868649022,0,0,1
"GSE17721_POLYIC_VS_CPG_4H_BMDM_UP",0.189731411757116,0,0,NA
"GSE17721_POLYIC_VS_CPG_12H_BMDM_UP",0.18268196170943,0,0,NA
"GSE17721_LPS_VS_CPG_1H_BMDM_UP",0.222267053453068,0,0,NA
"GSE17721_LPS_VS_CPG_8H_BMDM_DN",0.19661463292956,0,0,NA
"GSE17721_LPS_VS_CPG_16H_BMDM_UP",0.188763660141089,0,0,NA
"GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDM_UP",0.184169232209216,0,0,NA
"GSE17721_0.5H_VS_12H_LPS_BMDM_DN",0.18748487327843,0,0,NA
"GSE17721_12H_VS_24H_LPS_BMDM_DN",0.27621411603056,0,0,NA
"GSE17721_0.5H_VS_12H_POLYIC_BMDM_DN",0.196962465246871,0,0,NA
"GSE17721_0.5H_VS_4H_POLYIC_BMDM_DN",0.214786611762519,0,0,NA
"GSE17721_ALL_VS_24H_PAM3CSK4_BMDM_DN",0.254509464233141,0,0,NA
"GSE17721_0.5H_VS_8H_CPG_BMDM_DN",0.210267109366023,0,0,1
"GSE17974_0H_VS_2H_IN_VITRO_ACT_CD4_TCELL_DN",0.230751854992897,0,0,NA
"GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_DN",0.317607840359893,0,0,NA
"GSE17974_0H_VS_48H_IN_VITRO_ACT_CD4_TCELL_DN",0.241004577566763,0,0,NA
"GSE17974_0H_VS_72H_IN_VITRO_ACT_CD4_TCELL_DN",0.199383053337892,0,0,NA
"GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_1H_CD4_TCELL_DN",0.21819140683559,0,0,NA
"GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_2H_CD4_TCELL_DN",0.194376548716547,0,0,NA
"GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_6H_CD4_TCELL_DN",0.231958659015242,0,0,NA
"GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_DN",0.233894689691302,0,0,NA
"GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_DN",0.238711496547335,0,0,NA
"GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_DN",0.248498165505252,0,0,NA
"GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_72H_CD4_TCELL_DN",0.220013430912154,0,0,1
"GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_DN",0.286115770090134,0,0,NA
"GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_DN",0.313612309900979,0,0,NA
"GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN",0.235614958863627,0,0,NA
"GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN",0.241156508834963,0,0,NA
"GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN",0.197703284616945,0,0,NA
"GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN",0.251103322489228,0,0,1
"GSE17974_2.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN",0.194319518961374,0,0,NA
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_UP",0.256968609671321,0,0,NA
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_UP",0.372449337332932,0,0,NA
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_DN",0.287280371663537,0,0,NA
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_UP",0.302666975505294,0,0,NA
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_DN",0.340168139204592,0,0,NA
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_UP",0.209646007787807,0,0,NA
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN",0.296620009780638,0,0,NA
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN",0.288901251104169,0,0,NA
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_UP",0.248785682034462,0,0,NA
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_DN",0.27389954263557,0,0,NA
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_UP",0.214499121126325,0,0,1
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_UP",0.218935155528161,0,0,NA
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_DN",0.213356531971403,0,0,NA
"GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_DN",0.327595414530763,0,0,NA
"GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN",0.312036398701273,0,0,NA
"GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN",0.304911213653227,0,0,NA
"GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_DN",0.215256134704865,0,0,NA
"GSE20366_EX_VIVO_VS_HOMEOSTATIC_CONVERSION_TREG_DN",0.287336742530583,0,0,NA
"GSE20366_EX_VIVO_VS_DEC205_CONVERSION_NAIVE_CD4_TCELL_UP",0.252420555210973,0,0,1
"GSE20366_TREG_VS_NAIVE_CD4_TCELL_DEC205_CONVERSION_UP",0.189840979883574,0,0,1
"GSE20366_TREG_VS_NAIVE_CD4_TCELL_UP",0.248869380305745,0,0,NA
"GSE20715_WT_VS_TLR4_KO_LUNG_DN",-0.373430517987735,0,0,NA
"GSE20715_0H_VS_6H_OZONE_LUNG_UP",0.220349687303684,0,0,NA
"GSE20715_0H_VS_24H_OZONE_LUNG_DN",-0.348262596344024,0,0,NA
"GSE20715_0H_VS_48H_OZONE_LUNG_DN",0.250918241060386,0,0,NA
"GSE2197_CPG_DNA_VS_UNTREATED_IN_DC_DN",0.216088162347692,0,0,NA
"GSE22886_CD8_VS_CD4_NAIVE_TCELL_UP",0.196213305494569,0,0,NA
"GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_DN",0.262726590731812,0,0,NA
"GSE22886_NAIVE_CD4_TCELL_VS_MEMORY_TCELL_DN",0.211509064521566,0,0,NA
"GSE22886_NAIVE_TCELL_VS_NKCELL_UP",-0.376835117663307,0,0,NA
"GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_UP",-0.371719613216142,0,0,NA
"GSE22886_TCELL_VS_BCELL_NAIVE_UP",-0.41655405355112,0,0,NA
"GSE22886_TCELL_VS_BCELL_NAIVE_DN",0.217421886946498,0,0,NA
"GSE22886_CD8_TCELL_VS_BCELL_NAIVE_DN",0.237848864946302,0,0,NA
"GSE22886_CD4_TCELL_VS_BCELL_NAIVE_UP",-0.401715777495829,0,0,NA
"GSE22886_CD4_TCELL_VS_BCELL_NAIVE_DN",0.260369924766141,0,0,NA
"GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_DN",0.26015356040463,0,0,NA
"GSE22886_NAIVE_BCELL_VS_BM_PLASMA_CELL_UP",0.266867270658231,0,0,NA
"GSE22886_IGG_IGA_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_DN",0.22864951219034,0,0,1
"GSE22886_IGM_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_DN",0.209149288706399,0,0,NA
"GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP",0.208402007651019,0,0,NA
"GSE22886_DAY0_VS_DAY7_MONOCYTE_IN_CULTURE_DN",0.228018927700959,0,0,NA
"GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_DN",0.302208669859674,0,0,NA
"GSE22886_NEUTROPHIL_VS_DC_DN",0.220993071350425,0,0,NA
"GSE22886_DC_VS_MONOCYTE_UP",0.240982689723173,0,0,NA
"GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_DN",0.209896589940889,0,0,NA
"GSE22886_NAIVE_TCELL_VS_DC_UP",-0.378687011400087,0,0,NA
"GSE22886_NAIVE_TCELL_VS_DC_DN",0.282812994915905,0,0,NA
"GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN",0.283362908076905,0,0,NA
"GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_DN",0.265607025155389,0,0,NA
"GSE22886_NAIVE_BCELL_VS_DC_DN",0.195966418880444,0,0,NA
"GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_UP",0.193995454538178,0,0,NA
"GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_DN",0.322729164089619,0,0,NA
"GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_DN",0.293749579511553,0,0,NA
"GSE22886_CTRL_VS_LPS_24H_DC_UP",0.238826008131321,0,0,NA
"GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_DN",0.230489832630589,0,0,NA
"GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_DN",0.226663734250067,0,0,NA
"GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH2_DN",0.302075153354648,0,0,NA
"GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_UP",-0.340804013413778,0,0,NA
"GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_DN",0.283683172540271,0,0,NA
"GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP",0.208650929617808,0,0,NA
"GSE24142_DN2_VS_DN3_THYMOCYTE_ADULT_DN",0.182812309210611,0,0,1
"GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_DN",0.233903683330124,0,0,NA
"GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_DN",0.190095375146163,0,0,1
"GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_UP",0.193355552528738,0,0,NA
"GSE24634_NAIVE_CD4_TCELL_VS_DAY3_IL4_CONV_TREG_DN",0.187804757165791,0,0,1
"GSE24634_NAIVE_CD4_TCELL_VS_DAY5_IL4_CONV_TREG_DN",0.204305662655737,0,0,NA
"GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_UP",-0.383628963955237,0,0,NA
"GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_DN",0.24563850203453,0,0,NA
"GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_UP",-0.354655804259323,0,0,NA
"GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_DN",0.343677040434492,0,0,NA
"GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_DN",0.302877881444704,0,0,1
"GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_UP",0.274718993184363,0,0,NA
"GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_UP",0.314351336816887,0,0,NA
"GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN",0.328710717351324,0,0,1
"GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_UP",0.295048151500575,0,0,NA
"GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN",0.291665070498213,0,0,NA
"GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_UP",0.227499361646073,0,0,NA
"GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN",0.227340514160398,0,0,NA
"GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_UP",0.252716363467303,0,0,NA
"GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_UP",0.371728998549585,0,0,NA
"GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_DN",0.211288172351054,0,0,NA
"GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_UP",0.299005041789017,0,0,NA
"GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN",0.20642818219594,0,0,1
"GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP",0.317803462918285,0,0,NA
"GSE25087_FETAL_VS_ADULT_TREG_UP",0.305564830948152,0,0,NA
"GSE25087_TREG_VS_TCONV_FETUS_UP",0.193645968270968,0,0,NA
"GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_UP",0.272752087157528,0,0,NA
"GSE26669_CD4_VS_CD8_TCELL_IN_MLR_UP",0.213659693286465,0,0,NA
"GSE26669_CD4_VS_CD8_TCELL_IN_MLR_COSTIM_BLOCK_UP",0.199333685050116,0,0,1
"GSE26928_EFF_MEMORY_VS_CXCR5_POS_CD4_TCELL_DN",0.208369930381668,0,0,NA
"GSE2706_UNSTIM_VS_8H_R848_DC_DN",0.202328537301287,0,0,1
"GSE2706_UNSTIM_VS_8H_LPS_DC_DN",0.221523172661103,0,0,NA
"GSE2706_UNSTIM_VS_2H_LPS_AND_R848_DC_DN",0.215723944420504,0,0,NA
"GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_DN",0.210153140838325,0,0,NA
"GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_DN",0.255872507529368,0,0,NA
"GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_UP",0.218811514162343,0,0,1
"GSE2706_LPS_VS_R848_AND_LPS_2H_STIM_DC_UP",-0.416242980628046,0,0,NA
