"","Observed.score","Pvalue","Adjusted.Pvalue","FDR"
"GSE360_DC_VS_MAC_B_MALAYI_LOW_DOSE_DN",-0.359328206508236,0,0,NA
"GSE360_L_DONOVANI_VS_T_GONDII_MAC_DN",-0.338999361814324,0,0,NA
"GSE36392_EOSINOPHIL_VS_MAC_IL25_TREATED_LUNG_DN",-0.346308168735,0,0,NA
"GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_YOUNG_UP",0.200285458249085,0,0,NA
"GSE3982_DC_VS_NKCELL_DN",0.221462743489185,0,0,1
"GSE3982_NEUTROPHIL_VS_TH1_DN",-0.353912581809977,0,0,NA
"GSE39820_TGFBETA3_IL6_VS_TGFBETA3_IL6_IL23A_TREATED_CD4_TCELL_DN",-0.339890778976845,0,0,NA
"GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_UP",0.191696536169381,0,0,NA
"GSE5463_CTRL_VS_DEXAMETHASONE_TREATED_THYMOCYTE_DN",0.210420938856391,0,0,NA
"GSE7460_CTRL_VS_FOXP3_OVEREXPR_TCONV_UP",-0.389672315480763,0,0,NA
"GSE7852_LN_VS_FAT_TCONV_DN",0.213668764105699,0,0,NA
"GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_DN",-0.341904765389561,0,0,NA
"GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_DN",-0.340010867604294,0,0,NA
"GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_6H_UP",-0.347793998263076,0,0,NA
"GSE2405_0H_VS_6H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP",-0.385193433952456,0,0,NA
"GSE2585_THYMIC_DC_VS_MTEC_DN",0.210666040844558,0,0,NA
"GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_3H_IFNG_STIM_DN",0.243769754242664,0,0,NA
"GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_PMA_STIM_DN",-0.376904673731398,0,0,NA
"GSE3039_CD4_TCELL_VS_ALPHAALPHA_CD8_TCELL_DN",-0.344566491178448,0,0,NA
"GSE5542_IFNG_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_DN",0.183669313652109,0,0,1
"GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_DN",0.186849973467043,0,0,NA
"GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_UP",0.180583713503331,0,0,NA
"GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL10_KO_MACROPHAGE_45MIN_UP",-0.387599204343157,0,0,NA
"GSE5589_WT_VS_IL6_KO_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_DN",-0.337134162450414,0,0,NA
"GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_DN",-0.355686564338681,0,0,NA
"GSE6259_DEC205_POS_DC_VS_CD8_TCELL_DN",0.217484024331339,0,0,NA
"GSE7218_UNSTIM_VS_ANTIGEN_STIM_THROUGH_IGM_BCELL_DN",0.229427320252254,0,0,NA
"GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_DN",0.20950289812462,0,0,NA
"GSE7509_UNSTIM_VS_IFNA_STIM_IMMATURE_DC_DN",0.193303137511989,0,0,NA
"GSE7509_UNSTIM_VS_FCGRIIB_STIM_DC_DN",0.215262276611898,0,0,1
"GSE9878_CTRL_VS_EBF_TRANSDUCED_PAX5_KO_PRO_BCELL_DN",-0.356467546500547,0,0,NA
"GSE8685_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_DN",-0.359301949798527,0,0,NA
"GSE7219_WT_VS_NIK_NFKB2_KO_DC_UP",0.183912699666243,0,0,1
"GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_DN",0.198140577704482,0,0,1
"GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_DN",0.184494212687617,0,0,NA
"GSE12392_IFNAR_KO_VS_IFNB_KO_CD8_NEG_SPLEEN_DC_UP",0.145904565392356,0,0,1
"GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_2H_DN",-0.351661285543637,0,0,NA
"GSE19888_CTRL_VS_A3R_INHIBITOR_TREATED_MAST_CELL_UP",-0.366590686020322,0,0,NA
"GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_UP",0.152917316395795,0,0,1
"GSE19888_CTRL_VS_A3R_ACT_TREATED_MAST_CELL_PRETREATED_WITH_A3R_INH_DN",-0.355040171304595,0,0,NA
"GSE22229_RENAL_TRANSPLANT_VS_HEALTHY_PBMC_DN",0.211063783156829,0,0,NA
"GSE21546_ELK1_KO_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN",0.197599954958948,0,0,NA
"GSE21927_BALBC_VS_C57BL6_MONOCYTE_TUMOR_DN",0.189280411821633,0,0,NA
"GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_DN",0.186629722178939,0,0,1
"GSE21360_PRIMARY_VS_SECONDARY_MEMORY_CD8_TCELL_DN",-0.401966474100707,0,0,NA
"GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP",0.193723917428563,0,0,NA
"GSE22196_HEALTHY_VS_OBESE_MOUSE_SKIN_GAMMADELTA_TCELL_UP",0.179135130039265,0,0,1
"GSE22103_LPS_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_DN",0.185801944963914,0,0,NA
"GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_DN",-0.371145648792432,0,0,NA
"GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_UP",0.130192454793371,0,0,1
"GSE25088_CTRL_VS_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_UP",0.23801798836643,0,0,1
"GSE27241_WT_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP",0.198132035097648,0,0,1
"GSE23114_WT_VS_SLE2C1_MOUSE_SPLEEN_B1A_BCELL_DN",-0.405148255496726,0,0,NA
"GSE28726_NAIVE_VS_ACTIVATED_NKTCELL_UP",-0.354739643590618,0,0,NA
"GSE28726_NAIVE_VS_ACTIVATED_VA24NEG_NKTCELL_UP",-0.336500027581222,0,0,NA
"GSE23321_CENTRAL_VS_EFFECTOR_MEMORY_CD8_TCELL_DN",-0.369893171482736,0,0,NA
"GSE26351_WNT_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_UP",-0.358837985709965,0,0,NA
"GSE26351_UNSTIM_VS_WNT_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_UP",-0.35381260323807,0,0,NA
"GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_UP",-0.406415683200964,0,0,NA
"GSE33425_CD161_HIGH_VS_NEG_CD8_TCELL_UP",-0.341276578669879,0,0,NA
"GSE26890_CXCR1_NEG_VS_POS_EFFECTOR_CD8_TCELL_DN",-0.337953872721199,0,0,NA
"GSE26030_TH1_VS_TH17_RESTIMULATED_DAY15_POST_POLARIZATION_DN",-0.44401075325957,0,0,NA
"GSE32986_GMCSF_AND_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP",-0.347225807370199,0,0,NA
"GSE34156_UNTREATED_VS_6H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN",-0.371170705544537,0,0,NA
"GSE36009_UNSTIM_VS_LPS_STIM_NLRP10_KO_DC_UP",-0.364654769821893,0,0,NA
"GSE37301_HEMATOPOIETIC_STEM_CELL_VS_LYMPHOID_PRIMED_MPP_DN",0.198442444559401,0,0,NA
"GSE37301_HEMATOPOIETIC_STEM_CELL_VS_RAG2_KO_NK_CELL_DN",0.170810021335516,0,0,1
"GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_DN",0.181652026059984,0,0,1
"GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_KO_MACROPHAGE_UP",-0.377478778939608,0,0,NA
"GSE40274_CTRL_VS_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN",-0.385303152063889,0,0,NA
"GSE20727_H2O2_VS_ROS_INHIBITOR_TREATED_DC_DN",0.143372615607989,0,0,1
"GSE40068_CXCR5NEG_BCL6NEG_CD4_TCELL_VS_CXCR5POS_BCL6NEG_TFH_DN",0.21111666667977,0,0,NA
"GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY7_DN",0.196171629237353,0,0,NA
"GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_UP",-0.357424416652827,0,0,NA
"GSE41867_NAIVE_VS_DAY8_LCMV_EFFECTOR_CD8_TCELL_UP",-0.379072770862391,0,0,NA
"GSE41867_NAIVE_VS_EFFECTOR_CD8_TCELL_DN",-0.37238559793613,0,0,NA
"GSE41867_DAY6_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP",0.149476363481229,0,0,1
"GSE42021_CD24HI_VS_CD24LOW_TREG_THYMUS_DN",0.198712589012311,0,0,NA
"GSE42021_CD24HI_VS_CD24LOW_TCONV_THYMUS_DN",0.141767950447239,0,0,1
"GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_DN",-0.378388652167826,0,0,NA
"GSE42021_CD24HI_TREG_VS_CD24HI_TCONV_THYMUS_UP",-0.358253347732698,0,0,NA
"GSE27434_WT_VS_DNMT1_KO_TREG_UP",-0.389456011433226,0,0,NA
"GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_DN",-0.344742847942942,0,0,NA
"GSE43863_NAIVE_VS_MEMORY_TH1_CD4_TCELL_D150_LCMV_UP",0.22270747281441,0,0,NA
"GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_MIR155_KO_DN",0.21311017067318,0,0,1
"GSE42724_MEMORY_BCELL_VS_PLASMABLAST_UP",0.190248749190999,0,0,NA
"GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4_KO_BCELL_UP",0.190709312163668,0,0,NA
"GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_DN",0.21954467317336,0,0,NA
"GSE46606_IRF4HIGH_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP",0.143513056135613,0,0,1
"GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_DN",-0.4143783318796,0,0,NA
"GSE45365_NK_CELL_VS_CD8A_DC_MCMV_INFECTION_DN",0.214656012586002,0,0,NA
"GSE18804_BRAIN_VS_COLON_TUMORAL_MACROPHAGE_DN",0.17985727845749,0,0,NA
"GSE45365_NK_CELL_VS_CD8_TCELL_UP",-0.375832862798334,0,0,NA
"GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP",-0.370845940132665,0.01,0.215815384615385,NA
"GSE11864_CSF1_VS_CSF1_PAM3CYS_IN_MAC_DN",0.178390094158003,0.01,0.215815384615385,NA
"GSE11924_TFH_VS_TH1_CD4_TCELL_UP",-0.347899912686652,0.01,0.215815384615385,NA
"GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN",0.161166222763548,0.01,0.215815384615385,NA
"GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN",0.190217787660298,0.01,0.215815384615385,NA
"GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN",0.169771294711656,0.01,0.215815384615385,NA
"GSE14000_4H_VS_16H_LPS_DC_UP",0.15930324645433,0.01,0.215815384615385,NA
"GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_DN",0.163551424194299,0.01,0.215815384615385,NA
"GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_DN",0.151375759324609,0.01,0.215815384615385,NA
"GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_UP",-0.375009916789086,0.01,0.215815384615385,NA
"GSE15659_RESTING_VS_ACTIVATED_TREG_UP",0.187300847627353,0.01,0.215815384615385,NA
"GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP",-0.354232324490919,0.01,0.215815384615385,NA
"GSE17721_LPS_VS_POLYIC_8H_BMDM_UP",0.169031336873511,0.01,0.215815384615385,NA
"GSE17721_POLYIC_VS_CPG_0.5H_BMDM_UP",-0.352316474870229,0.01,0.215815384615385,NA
"GSE17721_0.5H_VS_8H_PAM3CSK4_BMDM_UP",-0.354486374313601,0.01,0.215815384615385,NA
"GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_DN",-0.334819421584045,0.01,0.215815384615385,NA
"GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_DN",0.200541657174962,0.01,0.215815384615385,NA
"GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_DN",0.203956681110462,0.01,0.215815384615385,NA
"GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN",-0.349110119084271,0.01,0.215815384615385,NA
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_DN",0.200888478141341,0.01,0.215815384615385,NA
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN",0.185418651714249,0.01,0.215815384615385,NA
"GSE20366_TREG_VS_NAIVE_CD4_TCELL_DEC205_CONVERSION_UP",-0.341554317558607,0.01,0.215815384615385,NA
"GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_DN",-0.363335964282482,0.01,0.215815384615385,NA
"GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_DN",0.191195114139298,0.01,0.215815384615385,NA
"GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_UP",0.196702877840566,0.01,0.215815384615385,NA
"GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_UP",0.150565723480071,0.01,0.215815384615385,NA
"GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY5_DN",0.161617487510346,0.01,0.215815384615385,NA
"GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_DN",0.165992313581205,0.01,0.215815384615385,NA
"GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_DN",0.153586479142541,0.01,0.215815384615385,NA
"GSE29614_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_DN",0.165955519894945,0.01,0.215815384615385,NA
"GSE29618_PRE_VS_DAY7_FLU_VACCINE_MDC_UP",0.159184251439482,0.01,0.215815384615385,NA
"GSE31082_CD4_VS_CD8_SP_THYMOCYTE_DN",-0.341928572300868,0.01,0.215815384615385,NA
"GSE3337_CTRL_VS_4H_IFNG_IN_CD8POS_DC_DN",0.179418797227562,0.01,0.215815384615385,NA
"GSE339_EX_VIVO_VS_IN_CULTURE_CD4POS_DC_UP",-0.353846237865279,0.01,0.215815384615385,NA
"GSE3982_EOSINOPHIL_VS_MAST_CELL_UP",0.197786085855214,0.01,0.215815384615385,NA
"GSE3982_MAST_CELL_VS_BASOPHIL_UP",-0.358828315773299,0.01,0.215815384615385,NA
"GSE3982_MAST_CELL_VS_BASOPHIL_DN",0.183918848800438,0.01,0.215815384615385,NA
"GSE3982_MAC_VS_BCELL_DN",0.194468607347197,0.01,0.215815384615385,NA
"GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP",-0.374049042957602,0.01,0.215815384615385,NA
"GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN",-0.364716635015081,0.01,0.215815384615385,NA
"GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_DN",-0.349328212993674,0.01,0.215815384615385,NA
"GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_DN",-0.351594160564375,0.01,0.215815384615385,NA
"GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP",-0.341862229324617,0.01,0.215815384615385,NA
"GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP",0.17142945330953,0.01,0.215815384615385,NA
"GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP",-0.342029262888017,0.01,0.215815384615385,NA
"GSE3720_UNSTIM_VS_PMA_STIM_VD2_GAMMADELTA_TCELL_DN",-0.342836707281024,0.01,0.215815384615385,NA
"GSE3720_UNSTIM_VS_LPS_STIM_VD1_GAMMADELTA_TCELL_UP",0.17476819345941,0.01,0.215815384615385,NA
"GSE4748_CTRL_VS_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_DN",-0.357502773066233,0.01,0.215815384615385,NA
"GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_DN",-0.331925080660146,0.01,0.215815384615385,NA
"GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_RARA_AGONIST_AM580_TREATED_DC_DN",0.159700520226864,0.01,0.215815384615385,NA
"GSE5589_LPS_VS_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP",-0.334033596704153,0.01,0.215815384615385,NA
"GSE5589_LPS_VS_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN",-0.354073471061296,0.01,0.215815384615385,NA
"GSE5589_LPS_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_DN",-0.364441751116056,0.01,0.215815384615385,NA
"GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP",-0.348003105900287,0.01,0.215815384615385,NA
"GSE6259_33D1_POS_VS_DEC205_POS_SPLENIC_DC_UP",0.170070920903028,0.01,0.215815384615385,NA
"GSE7509_DC_VS_MONOCYTE_WITH_FCGRIIB_STIM_UP",-0.356416519966623,0.01,0.215815384615385,NA
"GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_10MIN_DN",-0.344541171097897,0.01,0.215815384615385,NA
"GSE9509_10MIN_VS_30MIN_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_DN",0.174777875352308,0.01,0.215815384615385,NA
"GSE7831_UNSTIM_VS_INFLUENZA_STIM_PDC_1H_UP",-0.356747966132648,0.01,0.215815384615385,NA
"GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_DN",-0.347845657862874,0.01,0.215815384615385,NA
"GSE14413_UNSTIM_VS_IFNB_STIM_L929_CELLS_DN",-0.39723018558442,0.01,0.215815384615385,NA
"GSE13522_WT_VS_IFNAR_KO_SKIN_UP",-0.345737005731254,0.01,0.215815384615385,NA
"GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_DN",0.139159275913954,0.01,0.215815384615385,NA
"GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_TREATED_UP",-0.347033105015072,0.01,0.215815384615385,NA
"GSE21379_TFH_VS_NON_TFH_SAP_KO_CD4_TCELL_UP",0.198581734048508,0.01,0.215815384615385,NA
"GSE21927_SPLEEN_VS_C26GM_TUMOR_MONOCYTE_BALBC_DN",0.172411728337349,0.01,0.215815384615385,NA
"GSE21927_C26GM_VS_4T1_TUMOR_MONOCYTE_BALBC_DN",0.163493117004003,0.01,0.215815384615385,NA
"GSE19401_NAIVE_VS_IMMUNIZED_MOUSE_PLN_FOLLICULAR_DC_DN",0.195688788703686,0.01,0.215815384615385,NA
"GSE20500_RETINOIC_ACID_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_DN",0.167877398654879,0.01,0.215815384615385,NA
"GSE21033_CTRL_VS_POLYIC_STIM_DC_24H_UP",-0.359110233863432,0.01,0.215815384615385,NA
"GSE23308_CTRL_VS_CORTICOSTERONE_TREATED_MACROPHAGE_UP",-0.353631508543865,0.01,0.215815384615385,NA
"GSE22935_UNSTIM_VS_12H_MBOVIS_BCG_STIM_MACROPHAGE_DN",-0.338212092541066,0.01,0.215815384615385,NA
"GSE22935_UNSTIM_VS_48H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_DN",-0.346113619642916,0.01,0.215815384615385,NA
"GSE23505_IL6_IL1_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP",-0.387851285579343,0.01,0.215815384615385,NA
"GSE16385_ROSIGLITAZONE_IL4_VS_IFNG_TNF_STIM_MACROPHAGE_UP",0.176023139691839,0.01,0.215815384615385,NA
"GSE23502_BM_VS_COLON_TUMOR_MYELOID_DERIVED_SUPPRESSOR_CELL_DN",0.151505380713635,0.01,0.215815384615385,NA
"GSE24972_WT_VS_IRF8_KO_SPLEEN_FOLLICULAR_BCELL_DN",0.194393858225102,0.01,0.215815384615385,NA
"GSE31622_WT_VS_KLF3_KO_BCELL_UP",-0.354783869898737,0.01,0.215815384615385,NA
"GSE33374_CD8_ALPHAALPHA_VS_ALPHABETA_CD161_HIGH_TCELL_DN",-0.360867936587949,0.01,0.215815384615385,NA
"GSE33425_CD161_INT_VS_NEG_CD8_TCELL_UP",0.155506402094078,0.01,0.215815384615385,NA
"GSE27859_MACROPHAGE_VS_DC_UP",0.163477654323703,0.01,0.215815384615385,NA
"GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_UP",-0.354851714444151,0.01,0.215815384615385,NA
"GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_DN",-0.348536045986456,0.01,0.215815384615385,NA
"GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_UP",-0.350185797008088,0.01,0.215815384615385,NA
"GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_DN",0.169757314034032,0.01,0.215815384615385,NA
"GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_6H_DN",0.166485673204153,0.01,0.215815384615385,NA
"GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_NOD_UP",-0.350114310419517,0.01,0.215815384615385,NA
"GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_DN",0.211030849357537,0.01,0.215815384615385,NA
"GSE37534_UNTREATED_VS_GW1929_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN",0.164917847537928,0.01,0.215815384615385,NA
"GSE38697_LIGHT_ZONE_VS_DARK_ZONE_BCELL_UP",-0.375261100905784,0.01,0.215815384615385,NA
"GSE37563_WT_VS_CTLA4_KO_CD4_TCELL_D4_POST_IMMUNIZATION_UP",0.180275205463201,0.01,0.215815384615385,NA
"GSE38681_WT_VS_LYL1_KO_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_DN",0.168516508477939,0.01,0.215815384615385,NA
"GSE36527_CD62L_HIGH_VS_CD62L_LOW_TREG_CD69_NEG_KLRG1_NEG_UP",0.135319914622055,0.01,0.215815384615385,NA
