"","Observed.score","Pvalue","Adjusted.Pvalue","FDR"
"GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_DN",0.24082953992806,0,0,0.944253672568065
"GSE36009_WT_VS_NLRP10_KO_DC_LPS_STIM_DN",0.242440985339206,0,0,0.938281217370496
"GSE37301_HEMATOPOIETIC_STEM_CELL_VS_GRAN_MONO_PROGENITOR_UP",0.244364994399055,0,0,0.887066715593999
"GSE37532_WT_VS_PPARG_KO_VISCERAL_ADIPOSE_TISSUE_TREG_UP",0.262735719010688,0,0,0.845615805481209
"GSE38681_WT_VS_LYL1_KO_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_DN",0.271253913550962,0,0,0.736675801469992
"GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_DN",0.307169540059932,0,0,0.686075101271696
"GSE33162_HDAC3_KO_VS_HDAC3_KO_4H_LPS_STIM_MACROPHAGE_UP",0.302329999724662,0,0,0.769121288904956
"GSE36078_UNTREATED_VS_AD5_INF_IL1R_KO_MOUSE_LUNG_DC_DN",0.261937972451688,0,0,0.822375491690538
"GSE24671_CTRL_VS_BAKIMULC_INFECTED_MOUSE_SPLENOCYTES_UP",0.230194708057089,0,0,0.910289777321697
"GSE39382_IL3_VS_IL3_IL33_TREATED_MAST_CELL_DN",0.249428740152158,0,0,0.86673398464624
"GSE41978_WT_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP",-0.306932502979262,0,0,1
"GSE42021_CD24HI_VS_CD24LOW_TREG_THYMUS_DN",0.264983458569983,0,0,0.784594887728579
"GSE42021_CD24HI_TREG_VS_CD24HI_TCONV_THYMUS_UP",0.234457396280625,0,0,1
"GSE43863_DAY6_EFF_VS_DAY150_MEM_TFH_CD4_TCELL_UP",0.245656602650819,0,0,0.877294995086933
"GSE43863_TFH_VS_LY6C_INT_CXCR5POS_EFFECTOR_CD4_TCELL_UP",0.246252662671539,0,0,0.902284695585219
"GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_UP",0.27437132544732,0,0,0.783188537305035
"GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_DN",0.245128590373784,0,0,0.903753075523351
"GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4MID_SORTED_BCELL_UP",0.272202100580823,0,0,0.783378171333438
"GSE46025_WT_VS_FOXO1_KO_KLRG1_LOW_CD8_EFFECTOR_TCELL_DN",0.269386967086715,0,0,0.725350158642072
"GSE42088_UNINF_VS_LEISHMANIA_INF_DC_24H_UP",0.280770133591217,0,0,0.727236069054541
"GSE42088_UNINF_VS_LEISHMANIA_INF_DC_4H_DN",0.274615084726257,0,0,0.719456688603105
"GSE10239_NAIVE_VS_MEMORY_CD8_TCELL_DN",-0.324462191896551,0.01,0.251397849462366,1
"GSE10325_CD4_TCELL_VS_BCELL_UP",0.239839091986906,0.01,0.251397849462366,0.930782137326253
"GSE10325_BCELL_VS_LUPUS_BCELL_DN",0.258679878704513,0.01,0.251397849462366,0.851346167680269
"GSE12366_PLASMA_CELL_VS_MEMORY_BCELL_UP",0.257903639634596,0.01,0.251397849462366,0.85082542305172
"GSE12366_PLASMA_CELL_VS_MEMORY_BCELL_DN",0.230030982783369,0.01,0.251397849462366,0.908167030862979
"GSE14308_TH1_VS_TH17_UP",0.248726957257935,0.01,0.251397849462366,0.896127453345889
"GSE14308_NAIVE_CD4_TCELL_VS_NATURAL_TREG_UP",0.236684884915503,0.01,0.251397849462366,0.94603490523228
"GSE1432_6H_VS_24H_IFNG_MICROGLIA_DN",-0.308999159413327,0.01,0.251397849462366,1
"GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN",0.275557193417341,0.01,0.251397849462366,0.744924676621865
"GSE1460_DP_VS_CD4_THYMOCYTE_DN",0.247033276575661,0.01,0.251397849462366,0.851473543985267
"GSE15659_TREG_VS_TCONV_UP",-0.318062458040269,0.01,0.251397849462366,1
"GSE17721_CTRL_VS_LPS_4H_BMDM_UP",0.255371442096908,0.01,0.251397849462366,0.802576061759773
"GSE17721_PAM3CSK4_VS_CPG_12H_BMDM_UP",0.245759311291745,0.01,0.251397849462366,0.885780546671142
"GSE17721_PAM3CSK4_VS_CPG_12H_BMDM_DN",0.239984759635772,0.01,0.251397849462366,0.967004248927639
"GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDM_UP",0.247360992325502,0.01,0.251397849462366,0.852484259174973
"GSE17721_0.5H_VS_24H_POLYIC_BMDM_DN",0.242851660158431,0.01,0.251397849462366,0.935526921477516
"GSE17721_0.5H_VS_8H_CPG_BMDM_DN",0.230653417149451,0.01,0.251397849462366,1
"GSE20366_CD103_POS_VS_CD103_KLRG1_DP_TREG_DN",0.239949485169211,0.01,0.251397849462366,0.907783886645232
"GSE22886_NAIVE_CD4_TCELL_VS_MEMORY_TCELL_DN",0.22853814528806,0.01,0.251397849462366,1
"GSE22886_NAIVE_CD4_TCELL_VS_NEUTROPHIL_UP",0.23965665808944,0.01,0.251397849462366,0.932496669063576
"GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_DN",0.245433773652475,0.01,0.251397849462366,0.89707009249541
"GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MONOCYTE_DN",0.226445515645733,0.01,0.251397849462366,1
"GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_BCELL_UP",-0.320596580492212,0.01,0.251397849462366,1
"GSE30083_SP1_VS_SP2_THYMOCYTE_UP",0.247539656294559,0.01,0.251397849462366,0.896405261987774
"GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_IL4_UP",-0.328428528365873,0.01,0.251397849462366,1
"GSE360_L_DONOVANI_VS_T_GONDII_MAC_DN",0.21979502908394,0.01,0.251397849462366,1
"GSE37416_0H_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_DN",0.23928613115,0.01,0.251397849462366,0.935848877144229
"GSE3982_MEMORY_CD4_TCELL_VS_BCELL_DN",0.248644317689016,0.01,0.251397849462366,0.830657471829382
"GSE3982_DC_VS_BCELL_DN",0.238950385571348,0.01,0.251397849462366,0.939396884701733
"GSE3982_MAC_VS_BASOPHIL_DN",0.234339437769218,0.01,0.251397849462366,0.94983567059667
"GSE9006_TYPE_1_DIABETES_AT_DX_VS_1MONTH_POST_DX_PBMC_UP",0.233895543219121,0.01,0.251397849462366,0.969518968076653
"GSE369_SOCS3_KO_VS_WT_LIVER_DN",0.238173559612992,0.01,0.251397849462366,0.939894095473452
"GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP",0.213828317269197,0.01,0.251397849462366,1
"GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP",0.234369892653212,0.01,0.251397849462366,0.962733879959415
"GSE1566_WT_VS_EZH2_KO_LN_TCELL_UP",-0.321948985043134,0.01,0.251397849462366,1
"GSE22601_DOUBLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP",0.219767203505111,0.01,0.251397849462366,0.990588437125047
"GSE4748_CYANOBACTERIUM_LPSLIKE_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP",0.22703604998602,0.01,0.251397849462366,1
"GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL6_KO_MACROPHAGE_45MIN_DN",0.229086694815913,0.01,0.251397849462366,0.968989395712441
"GSE7768_OVA_WITH_LPS_VS_OVA_WITH_MPL_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_UP",0.237599717963904,0.01,0.251397849462366,0.936465231131054
"GSE6674_UNSTIM_VS_ANTI_IGM_AND_CPG_STIM_BCELL_UP",0.228501276397203,0.01,0.251397849462366,1
"GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_NIK_NFKB2_KO_DC_UP",0.242607855969355,0.01,0.251397849462366,0.904692398513445
"GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_NIK_NFKB2_KO_DC_DN",0.248985524060908,0.01,0.251397849462366,0.882576256270259
"GSE14415_INDUCED_VS_NATURAL_TREG_DN",0.243919082487393,0.01,0.251397849462366,0.936353216766814
"GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_DN",-0.318251143924109,0.01,0.251397849462366,1
"GSE19923_HEB_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN",0.228458980798243,0.01,0.251397849462366,0.934978545879838
"GSE18893_CTRL_VS_TNF_TREATED_TREG_2H_DN",0.24611421328742,0.01,0.251397849462366,0.908346348836004
"GSE21678_WT_VS_FOXO1_FOXO3_KO_TREG_UP",0.263404740380991,0.01,0.251397849462366,0.820283349734677
"GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_UP",-0.318545287729231,0.01,0.251397849462366,1
"GSE21927_C26GM_VS_4T1_TUMOR_MONOCYTE_BALBC_DN",0.225419050865411,0.01,0.251397849462366,1
"GSE22033_UNTREATED_VS_ROSIGLITAZONE_TREATED_MEF_DN",0.250860820942186,0.01,0.251397849462366,0.86070624991995
"GSE22935_UNSTIM_VS_12H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP",-0.311574524048459,0.01,0.251397849462366,1
"GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_UP",0.236335322713182,0.01,0.251397849462366,0.915590825667862
"GSE23502_BM_VS_COLON_TUMOR_MYELOID_DERIVED_SUPPRESSOR_CELL_UP",0.216274834233176,0.01,0.251397849462366,1
"GSE26488_CTRL_VS_PEPTIDE_INJECTION_OT2_THYMOCYTE_DN",0.259032037036431,0.01,0.251397849462366,0.819179079748286
"GSE22443_NAIVE_VS_ACT_AND_IL2_TREATED_CD8_TCELL_DN",-0.31445038409563,0.01,0.251397849462366,1
"GSE28726_ACT_CD4_TCELL_VS_ACT_NKTCELL_DN",0.240455490723401,0.01,0.251397849462366,0.944160403421361
"GSE29949_CD8_POS_DC_SPLEEN_VS_DC_BRAIN_DN",-0.322683325979269,0.01,0.251397849462366,1
"GSE32164_RESTING_DIFFERENTIATED_VS_ALTERNATIVELY_ACT_M2_MACROPHAGE_DN",0.238415417611851,0.01,0.251397849462366,0.905463081151636
"GSE32164_RESTING_DIFFERENTIATED_VS_CMYC_INHIBITED_MACROPHAGE_DN",0.251584410665428,0.01,0.251397849462366,0.854455545730517
"GSE26030_UNSTIM_VS_RESTIM_TH17_DAY15_POST_POLARIZATION_DN",0.230112416106456,0.01,0.251397849462366,0.971536754491213
"GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_UP",0.217193462091658,0.01,0.251397849462366,1
"GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP",0.245480589260793,0.01,0.251397849462366,0.890677242073654
"GSE34515_CD16_NEG_VS_POS_MONOCYTE_UP",-0.316525756749889,0.01,0.251397849462366,1
"GSE36891_POLYIC_TLR3_VS_PAM_TLR2_STIM_PERITONEAL_MACROPHAGE_UP",0.259348663422095,0.01,0.251397849462366,0.910639606063468
"GSE37301_HEMATOPOIETIC_STEM_CELL_VS_RAG2_KO_NK_CELL_DN",0.241049686707977,0.01,0.251397849462366,0.901118530417885
"GSE32255_WT_UNSTIM_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_DN",-0.308025597515151,0.01,0.251397849462366,1
"GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_UP",0.22252861301023,0.01,0.251397849462366,1
"GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_KO_MACROPHAGE_DN",0.255186171497068,0.01,0.251397849462366,0.857885630611496
"GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP",0.255831468501487,0.01,0.251397849462366,0.878818981681079
"GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_NK_CELL_UP",-0.33881866375548,0.01,0.251397849462366,1
"GSE41087_WT_VS_FOXP3_MUT_ANTI_CD3_CD28_STIM_CD4_TCELL_UP",0.241805723511869,0.01,0.251397849462366,0.877066825290314
"GSE41978_ID2_KO_AND_BIM_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP",-0.310269341399659,0.01,0.251397849462366,1
"GSE42724_NAIVE_VS_MEMORY_BCELL_UP",0.276885204225147,0.01,0.251397849462366,0.739212406118343
"GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_DN",0.262324631780741,0.01,0.251397849462366,0.819882206491186
"GSE42088_UNINF_VS_LEISHMANIA_INF_DC_2H_DN",0.2555152688701,0.01,0.251397849462366,0.829390282406895
"GSE14000_4H_VS_16H_LPS_DC_UP",0.227011180485776,0.02,0.361546391752577,1
"GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP",0.230819793019601,0.02,0.361546391752577,0.935910138601906
"GSE15930_STIM_VS_STIM_AND_IL-12_48H_CD8_T_CELL_DN",0.240497482416755,0.02,0.361546391752577,0.911422622949281
"GSE17721_CTRL_VS_POLYIC_24H_BMDM_UP",0.211504624622535,0.02,0.361546391752577,1
"GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDM_DN",0.218309925144338,0.02,0.361546391752577,1
"GSE17721_CPG_VS_GARDIQUIMOD_24H_BMDM_UP",0.239831776255725,0.02,0.361546391752577,0.936024560801971
"GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_0.5H_ACT_CD4_TCELL_DN",-0.315162685259824,0.02,0.361546391752577,1
"GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN",0.230612110995309,0.02,0.361546391752577,0.961476476038924
"GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_DN",-0.318295807261643,0.02,0.361546391752577,1
"GSE22886_NAIVE_CD8_TCELL_VS_NKCELL_UP",0.255888066644876,0.02,0.361546391752577,0.864965077607145
"GSE27786_LIN_NEG_VS_NEUTROPHIL_UP",0.239406277197238,0.02,0.361546391752577,1
"GSE28237_EARLY_VS_LATE_GC_BCELL_DN",0.243740643584472,0.02,0.361546391752577,0.85465458874886
"GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_UP",0.224647526370502,0.02,0.361546391752577,1
"GSE29618_PRE_VS_DAY7_FLU_VACCINE_MONOCYTE_UP",-0.31111622268996,0.02,0.361546391752577,1
"GSE30083_SP3_VS_SP4_THYMOCYTE_DN",0.203696601709298,0.02,0.361546391752577,1
"GSE360_CTRL_VS_T_GONDII_DC_DN",0.232766671862479,0.02,0.361546391752577,1
"GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_DN",0.228207274158754,0.02,0.361546391752577,1
"GSE3982_MAC_VS_TH2_DN",0.217285504725934,0.02,0.361546391752577,1
"GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_DN",0.206308616651557,0.02,0.361546391752577,1
"GSE8868_SPLEEN_VS_INTESTINE_CD11B_POS_CD11C_NEG_DC_UP",0.235408938253226,0.02,0.361546391752577,0.951901191524613
"GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_4MONTH_POST_DX_UP",0.243648057531601,0.02,0.361546391752577,0.898921581763065
"GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_DN",-0.29259130678587,0.02,0.361546391752577,1
"GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN",-0.308917107575007,0.02,0.361546391752577,1
"GSE22601_DOUBLE_NEGATIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP",-0.348389173183257,0.02,0.361546391752577,1
"GSE22601_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP",0.225663629393587,0.02,0.361546391752577,1
"GSE22601_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN",0.230645516649915,0.02,0.361546391752577,0.972086204541448
"GSE3565_DUSP1_VS_WT_SPLENOCYTES_DN",0.222136928667481,0.02,0.361546391752577,1
"GSE3565_CTRL_VS_LPS_INJECTED_SPLENOCYTES_DN",0.249932522672905,0.02,0.361546391752577,0.951361133306807
"GSE4984_LPS_VS_VEHICLE_CTRL_TREATED_DC_DN",0.229195286518041,0.02,0.361546391752577,0.949219593968421
"GSE5542_UNTREATED_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_DN",0.229582358134907,0.02,0.361546391752577,1
"GSE6259_33D1_POS_VS_DEC205_POS_FLT3L_INDUCED_SPLENIC_DC_UP",-0.325368618430934,0.02,0.361546391752577,1
"GSE6259_BCELL_VS_CD8_TCELL_DN",0.211139562905693,0.02,0.361546391752577,1
"GSE6259_DEC205_POS_DC_VS_BCELL_UP",-0.302911420310011,0.02,0.361546391752577,1
"GSE10240_IL17_VS_IL17_AND_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP",0.231517818580173,0.02,0.361546391752577,0.946725387850234
"GSE13173_UNTREATED_VS_IL12_TREATED_ACT_CD8_TCELL_UP",-0.316918363480166,0.02,0.361546391752577,1
"GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_12H_UP",-0.35227531319088,0.02,0.361546391752577,1
"GSE12198_CTRL_VS_LOW_IL2_STIM_NK_CELL_DN",0.213472185668255,0.02,0.361546391752577,1
"GSE15271_CXCR4_POS_VS_NEG_GC_BCELL_UP",0.217592876550225,0.02,0.361546391752577,1
"GSE19923_E2A_KO_VS_E2A_AND_HEB_KO_DP_THYMOCYTE_DN",0.237810818631972,0.02,0.361546391752577,0.882543900164933
"GSE18893_CTRL_VS_TNF_TREATED_TCONV_2H_UP",0.227059030615351,0.02,0.361546391752577,0.912133618024024
"GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_A3R_INH_AND_TCELL_MEMBRANES_ACT_MAST_CELL_UP",0.246162691032755,0.02,0.361546391752577,0.892233256735447
"GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_STAT3_KO_CD4_TCELL_DN",0.229922337243448,0.02,0.361546391752577,1
"GSE21033_3H_VS_12H_POLYIC_STIM_DC_DN",-0.348682644431138,0.02,0.361546391752577,1
"GSE23308_CTRL_VS_CORTICOSTERONE_TREATED_MACROPHAGE_UP",0.204561931803344,0.02,0.361546391752577,1
"GSE22935_UNSTIM_VS_24H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP",0.213107725938281,0.02,0.361546391752577,1
"GSE16385_ROSIGLITAZONE_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_UP",0.234569227405029,0.02,0.361546391752577,1
"GSE25088_CTRL_VS_IL4_STIM_STAT6_KO_MACROPHAGE_DN",0.219316190721226,0.02,0.361546391752577,1
"GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN",-0.314046191026986,0.02,0.361546391752577,1
"GSE16385_IFNG_TNF_VS_UNSTIM_MACROPHAGE_ROSIGLITAZONE_TREATED_DN",0.230656537855049,0.02,0.361546391752577,1
"GSE22611_NOD2_TRANSDUCED_VS_CTRL_HEK293T_STIMULATED_WITH_MDP_2H_UP",0.25521420617041,0.02,0.361546391752577,0.904599569058015
"GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP",0.237946398979791,0.02,0.361546391752577,0.942332206098437
"GSE22025_UNTREATED_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP",-0.302577605850701,0.02,0.361546391752577,1
"GSE22025_UNTREATED_VS_TGFB1_TREATED_CD4_TCELL_DN",-0.323552112547197,0.02,0.361546391752577,1
