"","Observed.score","Pvalue","Adjusted.Pvalue","FDR"
"GSE25088_CTRL_VS_ROSIGLITAZONE_STIM_MACROPHAGE_DN",-0.356957804096821,0,0,1
"GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA2_STIM_CD8_TCELL_UP",-0.322123841397879,0,0,1
"GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP",0.248513382781066,0,0,1
"GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_UP",-0.329461554899288,0,0,1
"GSE24574_BCL6_HIGH_TFH_VS_NAIVE_CD4_TCELL_UP",-0.328174624580141,0,0,1
"GSE29949_CD8_NEG_DC_SPLEEN_VS_CD8_POS_DC_SPLEEN_DN",-0.332370823218268,0,0,1
"GSE29949_CD8_POS_DC_SPLEEN_VS_DC_BRAIN_DN",0.24366677744952,0,0,1
"GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_UP",0.251235662139582,0,0,1
"GSE26343_UNSTIM_VS_LPS_STIM_MACROPHAGE_UP",-0.322341104127739,0,0,1
"GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_DN",-0.333741870566586,0,0,1
"GSE30971_WBP7_HET_VS_KO_MACROPHAGE_4H_LPS_STIM_DN",0.250529078514493,0,0,1
"GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_C57BL6_UP",-0.346571955999725,0,0,1
"GSE37301_LYMPHOID_PRIMED_MPP_VS_GRAN_MONO_PROGENITOR_UP",0.266764542242368,0,0,1
"GSE32901_TH17_EMRICHED_VS_TH17_NEG_CD4_TCELL_UP",0.332178363713672,0,0,0.898586590494231
"GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_DN",0.290453152213353,0,0,1
"GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_UP",-0.340895991735693,0,0,1
"GSE37532_WT_VS_PPARG_KO_LN_TCONV_DN",0.272714540568965,0,0,1
"GSE33162_HDAC3_KO_VS_HDAC3_KO_4H_LPS_STIM_MACROPHAGE_UP",0.226921469092543,0,0,1
"GSE39864_WT_VS_GATA3_KO_TREG_DN",0.248244054465779,0,0,1
"GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP",0.253377125149996,0,0,1
"GSE20727_CTRL_VS_ROS_INHIBITOR_TREATED_DC_DN",0.256599182984368,0,0,1
"GSE20727_CTRL_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN",0.251235156396072,0,0,1
"GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_UP",0.239225090459756,0,0,1
"GSE42021_TREG_PLN_VS_CD24INT_TREG_THYMUS_UP",0.239692917610565,0,0,1
"GSE43955_1H_VS_60H_ACT_CD4_TCELL_DN",0.246295896566807,0,0,1
"GSE43863_TFH_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_UP",-0.323674720236239,0,0,1
"GSE43863_TH1_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_UP",0.282718800851952,0,0,0.968075058292041
"GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_UP",0.25563083609332,0,0,1
"GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_IRF4HIGH_BCELL_DN",-0.354394350273398,0,0,1
"GSE43260_BTLA_POS_VS_NEG_INTRATUMORAL_CD8_TCELL_UP",0.263086033185514,0,0,1
"GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_UP",-0.291349392380549,0.01,0.29347280334728,1
"GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP",-0.326987776746403,0.01,0.29347280334728,1
"GSE15733_BM_VS_SPLEEN_MEMORY_CD4_TCELL_UP",-0.333832910756232,0.01,0.29347280334728,1
"GSE15767_MED_VS_SCS_MAC_LN_DN",0.235484631393386,0.01,0.29347280334728,1
"GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDM_DN",0.244580677572422,0.01,0.29347280334728,1
"GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDM_DN",-0.341017565293551,0.01,0.29347280334728,1
"GSE17721_LPS_VS_PAM3CSK4_4H_BMDM_UP",0.229457804312167,0.01,0.29347280334728,1
"GSE17721_POLYIC_VS_CPG_24H_BMDM_DN",0.234696243673655,0.01,0.29347280334728,1
"GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDM_UP",-0.305789398181248,0.01,0.29347280334728,1
"GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDM_DN",0.243627563112357,0.01,0.29347280334728,1
"GSE17721_0.5H_VS_24H_CPG_BMDM_DN",-0.316649756003601,0.01,0.29347280334728,1
"GSE17721_12H_VS_24H_GARDIQUIMOD_BMDM_UP",-0.325632069848919,0.01,0.29347280334728,1
"GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_UP",-0.292593028850193,0.01,0.29347280334728,1
"GSE20715_0H_VS_48H_OZONE_TLR4_KO_LUNG_UP",-0.3390647029555,0.01,0.29347280334728,1
"GSE22886_NAIVE_TCELL_VS_MONOCYTE_UP",-0.310183706822233,0.01,0.29347280334728,1
"GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY5_UP",0.241265123508115,0.01,0.29347280334728,1
"GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY5_DN",-0.31994609285144,0.01,0.29347280334728,1
"GSE2706_R848_VS_LPS_8H_STIM_DC_UP",0.252856724372911,0.01,0.29347280334728,1
"GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN",0.224455615780206,0.01,0.29347280334728,1
"GSE29615_CTRL_VS_DAY3_LAIV_IFLU_VACCINE_PBMC_UP",-0.320353672935327,0.01,0.29347280334728,1
"GSE29618_PRE_VS_DAY7_FLU_VACCINE_MDC_UP",-0.336984081849326,0.01,0.29347280334728,1
"GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_BCELL_DN",0.22666985760652,0.01,0.29347280334728,1
"GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP",-0.306376560802826,0.01,0.29347280334728,1
"GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_BCELL_DN",-0.354565757459772,0.01,0.29347280334728,1
"GSE30083_SP2_VS_SP4_THYMOCYTE_UP",-0.307496996707578,0.01,0.29347280334728,1
"GSE339_CD4POS_VS_CD8POS_DC_UP",0.232341896934776,0.01,0.29347280334728,1
"GSE339_CD4POS_VS_CD8POS_DC_IN_CULTURE_DN",0.241701402341404,0.01,0.29347280334728,1
"GSE360_L_DONOVANI_VS_T_GONDII_DC_UP",0.266335021259597,0.01,0.29347280334728,1
"GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_MAC_DN",-0.308673873540563,0.01,0.29347280334728,1
"GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_MAC_DN",0.229629576235324,0.01,0.29347280334728,1
"GSE36392_EOSINOPHIL_VS_MAC_IL25_TREATED_LUNG_UP",-0.317994808479377,0.01,0.29347280334728,1
"GSE37416_0H_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_UP",0.220599875866651,0.01,0.29347280334728,1
"GSE3982_EOSINOPHIL_VS_MAST_CELL_UP",-0.315288378238406,0.01,0.29347280334728,1
"GSE3982_DC_VS_MAC_DN",0.234209291300586,0.01,0.29347280334728,1
"GSE3982_BASOPHIL_VS_NKCELL_UP",-0.322902408660836,0.01,0.29347280334728,1
"GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_UP",0.223320701854719,0.01,0.29347280334728,1
"GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_DN",0.235949917946689,0.01,0.29347280334728,1
"GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_DN",0.23126037282311,0.01,0.29347280334728,1
"GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_2H_UP",-0.306543610831111,0.01,0.29347280334728,1
"GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_6H_UP",0.249171174396552,0.01,0.29347280334728,1
"GSE2128_CTRL_VS_MIMETOPE_NEGATIVE_SELECTION_DP_THYMOCYTE_NOD_UP",-0.310614956705486,0.01,0.29347280334728,1
"GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP",-0.304167536223057,0.01,0.29347280334728,1
"GSE2585_THYMIC_MACROPHAGE_VS_MTEC_DN",-0.314726402777268,0.01,0.29347280334728,1
"GSE3691_CONVENTIONAL_VS_PLASMACYTOID_DC_SPLEEN_DN",0.245296120790416,0.01,0.29347280334728,1
"GSE3691_CONVENTIONAL_VS_PLASMACYTOID_DC_SPLEEN_UP",-0.319895525676868,0.01,0.29347280334728,1
"GSE4748_LPS_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP",-0.302486370384043,0.01,0.29347280334728,1
"GSE5142_HTERT_TRANSDUCED_VS_CTRL_CD8_TCELL_LATE_PASSAGE_CLONE_UP",0.249019073769228,0.01,0.29347280334728,1
"GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_DN",0.25558310023288,0.01,0.29347280334728,1
"GSE6259_33D1_POS_DC_VS_CD8_TCELL_UP",0.244906890768571,0.01,0.29347280334728,1
"GSE6674_PL2_3_VS_ANTI_IGM_AND_CPG_STIM_BCELL_UP",0.238003896156206,0.01,0.29347280334728,1
"GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_UP",0.230499150930164,0.01,0.29347280334728,1
"GSE8685_IL2_STARVED_VS_IL2_ACT_IL2_STARVED_CD4_TCELL_UP",0.220041393645271,0.01,0.29347280334728,1
"GSE7459_UNTREATED_VS_IL6_TREATED_ACT_CD4_TCELL_DN",-0.335682221196889,0.01,0.29347280334728,1
"GSE14413_UNSTIM_VS_IFNB_STIM_RAW264_CELLS_UP",-0.338570888923238,0.01,0.29347280334728,1
"GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_DN",0.216321459798961,0.01,0.29347280334728,1
"GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_DN",0.231382078662471,0.01,0.29347280334728,1
"GSE21774_CD62L_POS_CD56_DIM_VS_CD62L_NEG_CD56_DIM_NK_CELL_UP",-0.308381249016113,0.01,0.29347280334728,1
"GSE22033_WT_VS_PPARG_KO_MEF_DN",-0.306437048084747,0.01,0.29347280334728,1
"GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP",0.226822921796436,0.01,0.29347280334728,1
"GSE23505_IL6_IL1_IL23_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP",0.24136368521922,0.01,0.29347280334728,1
"GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_AND_IL4_STIM_DN",-0.317326450028249,0.01,0.29347280334728,1
"GSE25088_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DN",-0.31294693813955,0.01,0.29347280334728,1
"GSE24726_WT_VS_E2-2_KO_PDC_DAY4_POST_DELETION_UP",-0.304255540778827,0.01,0.29347280334728,1
"GSE22611_NOD2_TRANSDUCED_VS_CTRL_HEK293T_STIMULATED_WITH_MDP_2H_DN",-0.333919013014182,0.01,0.29347280334728,1
"GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN",0.260350715726221,0.01,0.29347280334728,1
"GSE26727_WT_VS_KLF2_KO_LPS_STIM_MACROPHAGE_UP",-0.313246749591547,0.01,0.29347280334728,1
"GSE29949_MICROGLIA_BRAIN_VS_MONOCYTE_BONE_MARROW_UP",0.242497976083272,0.01,0.29347280334728,1
"GSE23321_CD8_STEM_CELL_MEMORY_VS_EFFECTOR_MEMORY_CD8_TCELL_UP",-0.296311875975927,0.01,0.29347280334728,1
"GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_DN",0.258123170476048,0.01,0.29347280334728,1
"GSE33424_CD161_HIGH_VS_NEG_CD8_TCELL_UP",0.240882764006906,0.01,0.29347280334728,1
"GSE22313_HEALTHY_VS_SLE_MOUSE_CD4_TCELL_UP",0.260068309050974,0.01,0.29347280334728,1
"GSE35825_IFNA_VS_IFNG_STIM_MACROPHAGE_DN",0.215930442144683,0.01,0.29347280334728,1
"GSE37532_WT_VS_PPARG_KO_VISCERAL_ADIPOSE_TISSUE_TCONV_DN",-0.322611451092651,0.01,0.29347280334728,1
"GSE40274_CTRL_VS_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN",0.260082858532358,0.01,0.29347280334728,1
"GSE40274_CTRL_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN",0.25716280473946,0.01,0.29347280334728,1
"GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP",0.261779589966661,0.01,0.29347280334728,1
"GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP",0.235990938288836,0.01,0.29347280334728,1
"GSE41867_DAY8_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN",0.254149625161415,0.01,0.29347280334728,1
"GSE41867_DAY8_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_DN",-0.307712179252407,0.01,0.29347280334728,1
"GSE42021_CD24HI_TREG_VS_CD24HI_TCONV_THYMUS_UP",0.238275568821851,0.01,0.29347280334728,1
"GSE43955_1H_VS_10H_ACT_CD4_TCELL_UP",0.240796750803544,0.01,0.29347280334728,1
"GSE46143_CTRL_VS_LMP2A_TRANSDUCED_CD10_POS_GC_BCELL_DN",0.229189000254783,0.01,0.29347280334728,1
"GSE42724_MEMORY_VS_B1_BCELL_UP",0.248832308343883,0.01,0.29347280334728,1
"GSE11924_TFH_VS_TH1_CD4_TCELL_UP",-0.291961115498321,0.02,0.396271186440678,1
"GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_DN",-0.307820279467561,0.02,0.396271186440678,1
"GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_UP",-0.326369562482131,0.02,0.396271186440678,1
"GSE17721_CTRL_VS_POLYIC_6H_BMDM_UP",0.217974373367462,0.02,0.396271186440678,1
"GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDM_DN",0.246663519573708,0.02,0.396271186440678,1
"GSE17721_0.5H_VS_12H_POLYIC_BMDM_UP",0.230619236284911,0.02,0.396271186440678,1
"GSE17974_0H_VS_72H_IN_VITRO_ACT_CD4_TCELL_UP",-0.315669912966257,0.02,0.396271186440678,1
"GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_2H_CD4_TCELL_UP",-0.318460581467238,0.02,0.396271186440678,1
"GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_UP",-0.294981489127001,0.02,0.396271186440678,1
"GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP",-0.324525383258652,0.02,0.396271186440678,1
"GSE22045_TREG_VS_TCONV_UP",0.243474527964805,0.02,0.396271186440678,1
"GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_DN",0.216071621056527,0.02,0.396271186440678,1
"GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN",-0.314573299890519,0.02,0.396271186440678,1
"GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MDC_DN",0.216677211160542,0.02,0.396271186440678,1
"GSE31082_DN_VS_CD4_SP_THYMOCYTE_DN",0.211484974092547,0.02,0.396271186440678,1
"GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_DC_UP",-0.321475352192476,0.02,0.396271186440678,1
"GSE360_T_GONDII_VS_M_TUBERCULOSIS_MAC_UP",0.235636200409613,0.02,0.396271186440678,1
"GSE3982_CTRL_VS_LPS_48H_DC_DN",-0.304071392756121,0.02,0.396271186440678,1
"GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP",-0.299487352477869,0.02,0.396271186440678,1
"GSE6269_FLU_VS_E_COLI_INF_PBMC_UP",0.239693549041443,0.02,0.396271186440678,1
"GSE7460_CTRL_VS_FOXP3_OVEREXPR_TCONV_UP",0.218011163495034,0.02,0.396271186440678,1
"GSE9037_CTRL_VS_LPS_1H_STIM_IRAK4_KO_BMDM_DN",0.230168055274547,0.02,0.396271186440678,1
"GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP",0.232980304114737,0.02,0.396271186440678,1
"GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN",0.220151709442042,0.02,0.396271186440678,1
"GSE1112_OT1_VS_HY_CD8AB_THYMOCYTE_RTOC_CULTURE_UP",0.237600498820722,0.02,0.396271186440678,1
"GSE2585_AIRE_KO_VS_WT_CD80_HIGH_MTEC_UP",-0.30214162286876,0.02,0.396271186440678,1
"GSE2585_CTEC_VS_THYMIC_DC_UP",-0.302120445318731,0.02,0.396271186440678,1
"GSE1925_CTRL_VS_24H_IFNG_STIM_MACROPHAGE_UP",0.219927154630734,0.02,0.396271186440678,1
"GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_3H_IFNG_STIM_DN",0.270316309227791,0.02,0.396271186440678,1
"GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_24H_IFNG_STIM_UP",-0.31031005496811,0.02,0.396271186440678,1
"GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_UP",0.228733946298992,0.02,0.396271186440678,1
"GSE5589_LPS_VS_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN",0.232431794419285,0.02,0.396271186440678,1
"GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_DN",0.2104829229917,0.02,0.396271186440678,1
"GSE5589_WT_VS_IL6_KO_LPS_STIM_MACROPHAGE_180MIN_DN",0.240770148467907,0.02,0.396271186440678,1
"GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_CD4_TCELL_UP",-0.32099518854539,0.02,0.396271186440678,1
"GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN",0.221551453839703,0.02,0.396271186440678,1
"GSE10240_CTRL_VS_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP",-0.303185686902082,0.02,0.396271186440678,1
"GSE8685_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP",-0.302282844725391,0.02,0.396271186440678,1
"GSE13762_CTRL_VS_125_VITAMIND_DAY12_DC_DN",0.277435527177058,0.02,0.396271186440678,1
"GSE15330_WT_VS_IKAROS_KO_HSC_DN",0.237803756962759,0.02,0.396271186440678,1
"GSE18893_TCONV_VS_TREG_24H_CULTURE_UP",0.222993138794777,0.02,0.396271186440678,1
"GSE18893_CTRL_VS_TNF_TREATED_TREG_24H_DN",-0.315085297841926,0.02,0.396271186440678,1
"GSE19888_CTRL_VS_A3R_ACTIVATION_MAST_CELL_UP",0.247586549615318,0.02,0.396271186440678,1
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_6H_IFNA_STIM_UP",0.23282563269979,0.02,0.396271186440678,1
"GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_STAT3_KO_CD4_TCELL_UP",0.215303902194629,0.02,0.396271186440678,1
"GSE21774_CD56_BRIGHT_VS_DIM_CD62L_POSITIVE_NK_CELL_DN",0.225958310352651,0.02,0.396271186440678,1
"GSE21379_WT_VS_SAP_KO_CD4_TCELL_DN",0.234776255129692,0.02,0.396271186440678,1
"GSE21546_SAP1A_KO_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN",0.234023090738245,0.02,0.396271186440678,1
"GSE21927_SPLEEN_VS_C26GM_TUMOR_MONOCYTE_BALBC_DN",-0.296304279195431,0.02,0.396271186440678,1
"GSE21033_3H_VS_24H_POLYIC_STIM_DC_DN",0.249560645621069,0.02,0.396271186440678,1
"GSE22935_UNSTIM_VS_24H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP",-0.311974735112986,0.02,0.396271186440678,1
"GSE16385_ROSIGLITAZONE_VS_UNTREATED_IFNG_TNF_STIM_MACROPHAGE_UP",-0.312066647903395,0.02,0.396271186440678,1
"GSE16385_MONOCYTE_VS_12H_IL4_TREATED_MACROPHAGE_UP",-0.295590956103479,0.02,0.396271186440678,1
"GSE16385_IL4_VS_ROSIGLITAZONE_STIM_MACROPHAGE_DN",-0.344533159911198,0.02,0.396271186440678,1
"GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_UP",0.226105728667187,0.02,0.396271186440678,1
"GSE24726_WT_VS_E2-2_KO_PDC_UP",0.236791834851048,0.02,0.396271186440678,1
