"","Observed.score","Pvalue","Adjusted.Pvalue","FDR"
"GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN",0.361257522487552,0,0,NA
"GSE5463_CTRL_VS_DEXAMETHASONE_TREATED_THYMOCYTE_UP",0.340849842924352,0,0,NA
"GSE6269_HEALTHY_VS_FLU_INF_PBMC_UP",0.349818018789168,0,0,NA
"GSE7460_FOXP3_MUT_VS_HET_ACT_TCONV_UP",-0.241879227427675,0,0,NA
"GSE7852_THYMUS_VS_FAT_TREG_DN",0.335608288181728,0,0,NA
"GSE7852_THYMUS_VS_FAT_TCONV_DN",0.371500100928779,0,0,NA
"GSE9006_TYPE_1_DIABETES_AT_DX_VS_1MONTH_POST_DX_PBMC_UP",0.341423371915991,0,0,NA
"GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_DN",0.370157101785913,0,0,NA
"GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_UP",0.326477057736571,0,0,NA
"GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_UP",0.346172806409097,0,0,NA
"GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP",0.390731785892606,0,0,NA
"GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP",0.336844643260895,0,0,NA
"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP",0.370002372489738,0,0,NA
"GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_100MIN_DN",-0.246184333760614,0,0,NA
"GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_DN",0.333861410680806,0,0,NA
"GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP",0.332009992941544,0,0,NA
"GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP",-0.25894586132626,0,0,NA
"GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN",0.335365821484951,0,0,NA
"GSE2405_S_AUREUS_VS_UNTREATED_NEUTROPHIL_DN",-0.28467351227854,0,0,NA
"GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_DN",0.344548578852287,0,0,NA
"GSE2585_THYMIC_DC_VS_MTEC_DN",-0.237763115636446,0,0,NA
"GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_DN",0.330633477590158,0,0,NA
"GSE3039_CD4_TCELL_VS_ALPHABETA_CD8_TCELL_DN",0.34588677127499,0,0,NA
"GSE3039_CD4_TCELL_VS_B2_BCELL_DN",0.38746951030396,0,0,NA
"GSE4748_CTRL_VS_CYANOBACTERIUM_LPSLIKE_STIM_DC_1H_UP",0.326753684583288,0,0,NA
"GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL6_KO_MACROPHAGE_180MIN_UP",0.323296978284158,0,0,NA
"GSE5589_WT_VS_IL6_KO_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_DN",0.341236215299494,0,0,NA
"GSE3920_IFNA_VS_IFNG_TREATED_ENDOTHELIAL_CELL_UP",0.342619325217676,0,0,NA
"GSE3920_UNTREATED_VS_IFNA_TREATED_FIBROBLAST_UP",0.356443801428506,0,0,NA
"GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN",0.319578492365169,0,0,NA
"GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_UP",0.345343968359009,0,0,NA
"GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_DN",0.334153167986953,0,0,NA
"GSE6674_CPG_VS_CPG_AND_ANTI_IGM_STIM_BCELL_DN",0.332853626743299,0,0,NA
"GSE10240_CTRL_VS_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_DN",0.3669344263379,0,0,NA
"GSE7596_AKT_TRANSD_VS_CTRL_CD4_TCONV_WITH_TGFB_UP",-0.240637144852408,0,0,NA
"GSE10147_IL3_VS_IL3_AND_HIVP17_STIM_PDC_DN",0.364693045963324,0,0,NA
"GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_BALBC_MOUSE_UP",0.346944239286224,0,0,NA
"GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP",-0.289738304100041,0,0,NA
"GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_12H_DN",0.347640983807632,0,0,NA
"GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP",-0.328439596086872,0,0,NA
"GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_UP",-0.318033808007933,0,0,NA
"GSE15330_LYMPHOID_MULTIPOTENT_VS_PRO_BCELL_UP",0.323340923780895,0,0,NA
"GSE9960_HEALTHY_VS_GRAM_POS_SEPSIS_PBMC_UP",0.336093303531346,0,0,NA
"GSE16266_CTRL_VS_LPS_STIM_MEF_UP",0.341157560881527,0,0,NA
"GSE19198_CTRL_VS_IL21_TREATED_TCELL_24H_UP",0.337242838946979,0,0,NA
"GSE18281_SUBCAPSULAR_VS_PERIMEDULLARY_CORTICAL_REGION_OF_THYMUS_DN",-0.213609020493408,0,0,NA
"GSE19923_HEB_KO_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN",0.323386123644666,0,0,NA
"GSE18893_TCONV_VS_TREG_24H_CULTURE_DN",-0.26244053620398,0,0,NA
"GSE18893_CTRL_VS_TNF_TREATED_TCONV_24H_UP",0.320596271242508,0,0,NA
"GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_TCELL_MEMBRANES_ACT_MAST_CELL_UP",-0.245347092638874,0,0,NA
"GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_UP",-0.29381242461622,0,0,NA
"GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_TREATED_DN",-0.257054151605235,0,0,NA
"GSE22229_RENAL_TRANSPLANT_VS_HEALTHY_PBMC_DN",-0.23267631593488,0,0,NA
"GSE21379_TFH_VS_NON_TFH_SAP_KO_CD4_TCELL_UP",-0.272879591981333,0,0,NA
"GSE21546_WT_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_UP",0.317927409705394,0,0,NA
"GSE21546_UNSTIM_VS_ANTI_CD3_STIM_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN",-0.281160294476818,0,0,NA
"GSE21927_BALBC_VS_C57BL6_MONOCYTE_TUMOR_DN",-0.221232432352362,0,0,NA
"GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_UP",0.360447902620992,0,0,NA
"GSE22140_HEALTHY_VS_ARTHRITIC_MOUSE_CD4_TCELL_DN",0.319555375193638,0,0,NA
"GSE19401_NAIVE_VS_IMMUNIZED_MOUSE_PLN_FOLLICULAR_DC_UP",0.364096562044452,0,0,NA
"GSE19401_UNSTIM_VS_RETINOIC_ACID_STIM_FOLLICULAR_DC_DN",0.319714768383742,0,0,NA
"GSE20152_SPHK1_KO_VS_WT_HTNFA_OVERXPRESS_ANKLE_DN",-0.229375708301123,0,0,NA
"GSE20754_WT_VS_TCF1_KO_MEMORY_CD8_TCELL_UP",0.343142749980555,0,0,NA
"GSE23695_CD57_POS_VS_NEG_NK_CELL_UP",0.345712382544134,0,0,NA
"GSE23925_DARK_ZONE_VS_NAIVE_BCELL_DN",0.364024448512195,0,0,NA
"GSE23925_LIGHT_ZONE_VS_NAIVE_BCELL_UP",0.361975421440291,0,0,NA
"GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_UP",0.328812891913238,0,0,NA
"GSE25088_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_DN",0.349693354267529,0,0,NA
"GSE17301_CTRL_VS_48H_ACD3_ACD28_STIM_CD8_TCELL_DN",0.301872680463925,0,0,NA
"GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_UNSTIM_MACROPHAGE_DN",0.390326125130018,0,0,NA
"GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_AND_IL10_STIM_MACROPHAGE_UP",0.352170126556682,0,0,NA
"GSE22611_UNSTIM_VS_2H_MDP_STIM_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_UP",0.364504660737841,0,0,NA
"GSE22611_MUTANT_NOD2_VS_CTRL_TRANSDUCED_HEK293T_CELL_UP",0.356819191122568,0,0,NA
"GSE22611_UNSTIM_VS_2H_MDP_STIM_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_DN",0.334689039345472,0,0,NA
"GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN",-0.271527107542485,0,0,NA
"GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_8H_DN",-0.291599970748181,0,0,NA
"GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP",-0.314885278623091,0,0,NA
"GSE23114_WT_VS_SLE2C1_MOUSE_SPLEEN_B1A_BCELL_UP",0.329044600485876,0,0,NA
"GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP",0.405541364105087,0,0,NA
"GSE28726_ACT_CD4_TCELL_VS_ACT_VA24NEG_NKTCELL_DN",0.349640840717668,0,0,NA
"GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_NKTCELL_UP",0.359022871075672,0,0,NA
"GSE28726_ACT_CD4_TCELL_VS_ACT_NKTCELL_UP",0.333524013499225,0,0,NA
"GSE28726_ACT_CD4_TCELL_VS_ACT_NKTCELL_DN",0.333092704975074,0,0,NA
"GSE28726_NAIVE_VS_ACTIVATED_VA24NEG_NKTCELL_UP",0.348160512764681,0,0,NA
"GSE24574_BCL6_HIGH_TFH_VS_TFH_CD4_TCELL_DN",0.415583445023326,0,0,NA
"GSE23321_EFFECTOR_MEMORY_VS_NAIVE_CD8_TCELL_DN",0.348722298865105,0,0,NA
"GSE46468_LUNG_INNATE_LYMPHOID_CELL_VS_SPLEEN_CD4_TCELL_DN",0.346528904749294,0,0,NA
"GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DN",-0.21031830307589,0,0,NA
"GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_UP",0.349069804209458,0,0,NA
"GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN",0.323404802765628,0,0,NA
"GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_UP",0.331659743580378,0,0,NA
"GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_2H_UP",0.358258901752341,0,0,NA
"GSE36891_UNSTIM_VS_PAM_TLR2_STIM_PERITONEAL_MACROPHAGE_UP",0.366893117219015,0,0,NA
"GSE37605_TREG_VS_TCONV_NOD_FOXP3_FUSION_GFP_UP",0.382723573695225,0,0,NA
"GSE37605_C57BL6_VS_NOD_FOXP3_FUSION_GFP_TREG_DN",0.32063941740796,0,0,NA
"GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_CD4_TCELL_UP",0.315821872349208,0,0,NA
"GSE37301_MULTIPOTENT_PROGENITOR_VS_COMMON_LYMPHOID_PROGENITOR_UP",0.333094973868172,0,0,NA
"GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_UP",-0.261716075187058,0,0,NA
"GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_DN",-0.256953886564178,0,0,NA
"GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_DN",0.323836114004798,0,0,NA
"GSE33162_HDAC3_KO_VS_HDAC3_KO_4H_LPS_STIM_MACROPHAGE_UP",0.372683588149255,0,0,NA
"GSE34006_UNTREATED_VS_A2AR_AGONIST_TREATED_TREG_UP",0.32566814754359,0,0,NA
"GSE40274_CTRL_VS_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN",0.344525197612419,0,0,NA
"GSE40274_CTRL_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN",0.346242768326697,0,0,NA
"GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_DN",-0.264451733032245,0,0,NA
"GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_DN",-0.274398852297611,0,0,NA
"GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_UP",0.300867361510561,0,0,NA
"GSE40685_NAIVE_CD4_TCELL_VS_TREG_UP",0.304121557663345,0,0,NA
"GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_NK_CELL_UP",-0.246363915644643,0,0,NA
"GSE24671_CTRL_VS_BAKIMULC_INFECTED_MOUSE_SPLENOCYTES_DN",0.346792179486233,0,0,NA
"GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN",0.323769616750992,0,0,NA
"GSE36826_WT_VS_IL1R_KO_SKIN_DN",0.361019356105501,0,0,NA
"GSE36826_NORMAL_VS_STAPH_AUREUS_INF_SKIN_UP",0.367906762380188,0,0,NA
"GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_DN",0.389057130271661,0,0,NA
"GSE41978_ID2_KO_VS_ID2_KO_AND_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN",0.360815815151962,0,0,NA
"GSE42021_TREG_PLN_VS_CD24HI_TREG_THYMUS_UP",0.352709931449223,0,0,NA
"GSE42021_CD24HI_TREG_VS_CD24HI_TCONV_THYMUS_UP",0.372395072169402,0,0,NA
"GSE43955_TH0_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_60H_DN",0.308755265557525,0,0,NA
"GSE43863_NAIVE_VS_MEMORY_TH1_CD4_TCELL_D150_LCMV_UP",-0.304205890164603,0,0,NA
"GSE43863_TH1_VS_LY6C_INT_CXCR5POS_EFFECTOR_CD4_TCELL_DN",0.330430935918945,0,0,NA
"GSE43863_TFH_VS_LY6C_INT_CXCR5POS_EFFECTOR_CD4_TCELL_UP",0.367938694906164,0,0,NA
"GSE46143_CTRL_VS_LMP2A_TRANSDUCED_CD10_POS_GC_BCELL_UP",0.334317679401607,0,0,NA
"GSE42724_NAIVE_VS_B1_BCELL_DN",0.338037784484017,0,0,NA
"GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_DN",0.384647600724672,0,0,NA
"GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_DN",0.354236382050927,0,0,NA
"GSE42088_UNINF_VS_LEISHMANIA_INF_DC_24H_DN",0.328059325497122,0,0,NA
"GSE42088_UNINF_VS_LEISHMANIA_INF_DC_2H_UP",0.383513699070863,0,0,NA
"GSE42088_UNINF_VS_LEISHMANIA_INF_DC_2H_DN",0.371613087028126,0,0,NA
"GSE42088_UNINF_VS_LEISHMANIA_INF_DC_4H_DN",0.361584596571571,0,0,NA
"GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_UP",0.351468525789869,0,0,NA
"GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_UP",0.325168266194908,0,0,NA
"GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_6H_UP",-0.270711142073781,0,0,NA
"GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_24H_UP",0.354543857643979,0,0,NA
"KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_UP",0.324360861318504,0.01,0.130614525139665,NA
"GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN",0.317500602190986,0.01,0.130614525139665,NA
"GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_UP",0.346266428092482,0.01,0.130614525139665,NA
"GSE1460_CORD_VS_ADULT_BLOOD_NAIVE_CD4_TCELL_DN",0.31510930536115,0.01,0.130614525139665,NA
"GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP",0.347052632456325,0.01,0.130614525139665,NA
"GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_DN",0.309470881999272,0.01,0.130614525139665,NA
"GSE17721_CTRL_VS_LPS_12H_BMDM_UP",0.317735261614138,0.01,0.130614525139665,NA
"GSE17721_CTRL_VS_POLYIC_1H_BMDM_UP",-0.227715060070581,0.01,0.130614525139665,NA
"GSE17721_CTRL_VS_CPG_4H_BMDM_UP",0.325644776464305,0.01,0.130614525139665,NA
"GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDM_DN",0.351331245706092,0.01,0.130614525139665,NA
"GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDM_DN",0.294396270608886,0.01,0.130614525139665,NA
"GSE17721_POLYIC_VS_CPG_8H_BMDM_DN",0.333361799868444,0.01,0.130614525139665,NA
"GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDM_DN",0.343469694418774,0.01,0.130614525139665,NA
"GSE17721_0.5H_VS_12H_LPS_BMDM_UP",0.339371418384745,0.01,0.130614525139665,NA
"GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_1H_ACT_CD4_TCELL_DN",-0.258161844868412,0.01,0.130614525139665,NA
"GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_UP",0.319543487310855,0.01,0.130614525139665,NA
"GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_DN",0.344752625628723,0.01,0.130614525139665,NA
"GSE20715_0H_VS_24H_OZONE_LUNG_DN",0.33159111248776,0.01,0.130614525139665,NA
"GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_UP",-0.223952609792309,0.01,0.130614525139665,NA
"GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_UP",-0.206284190676632,0.01,0.130614525139665,NA
"GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_UP",0.32821315200077,0.01,0.130614525139665,NA
"GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH1_UP",0.324786929244349,0.01,0.130614525139665,NA
"GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY7_UP",-0.231616487554892,0.01,0.130614525139665,NA
"GSE26928_EFF_MEMORY_VS_CXCR5_POS_CD4_TCELL_DN",-0.226562567920817,0.01,0.130614525139665,NA
"GSE27786_LSK_VS_ERYTHROBLAST_DN",-0.217636773280623,0.01,0.130614525139665,NA
"GSE27786_LIN_NEG_VS_BCELL_DN",0.345987018771405,0.01,0.130614525139665,NA
"GSE27786_BCELL_VS_CD4_TCELL_DN",0.3259519210436,0.01,0.130614525139665,NA
"GSE27786_BCELL_VS_ERYTHROBLAST_DN",-0.210673236996813,0.01,0.130614525139665,NA
"GSE27786_CD8_TCELL_VS_NKTCELL_UP",0.310198657819435,0.01,0.130614525139665,NA
"GSE27786_CD8_TCELL_VS_ERYTHROBLAST_DN",-0.226502943033165,0.01,0.130614525139665,NA
"GSE29617_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_2008_UP",0.361571570588276,0.01,0.130614525139665,NA
"GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_MONOCYTE_UP",0.328536774092259,0.01,0.130614525139665,NA
